city,postal,region,region_code,country,date_1,latitude,longitude,ip
New Taipei,None,New Taipei,NWT,127,'2020-09-12 23:13:06.841',25.0478,121.5318,1.172.209.64
Yuen Long,None,Yuen Long District,NYL,134,'2020-09-12 23:13:06.873',22.4333,114.0333,203.218.172.172
New Taipei,None,New Taipei,NWT,127,'2020-09-12 23:13:07.124',25.0478,121.5318,1.172.209.64
Kranj,4000,Kranj,52,201,'2020-09-12 23:13:07.576',46.2389,14.3556,93.103.90.122
Ma On Shan Tsuen,None,Sha Tin,NST,134,'2020-09-12 23:13:07.577',22.4,114.2333,42.2.73.56
Kranj,4000,Kranj,52,201,'2020-09-12 23:13:07.747',46.2389,14.3556,93.103.90.122
Ma On Shan Tsuen,None,Sha Tin,NST,134,'2020-09-12 23:13:07.770',22.4,114.2333,42.2.73.56
Ma On Shan Tsuen,None,Sha Tin,NST,134,'2020-09-12 23:13:07.771',22.4,114.2333,42.2.73.56
New Taipei,None,New Taipei,NWT,127,'2020-09-12 23:13:08.157',25.0478,121.5318,1.172.209.64
Sparsor,513 50,Västra Götaland County,O,187,'2020-09-12 23:13:08.862',57.8,13,77.53.23.64
Sparsor,513 50,Västra Götaland County,O,187,'2020-09-12 23:13:08.990',57.8,13,77.53.23.64
Civitanova Marche,62012,The Marches,57,176,'2020-09-12 23:13:08.995',43.3183,13.6775,95.239.69.162
Civitanova Marche,62012,The Marches,57,176,'2020-09-12 23:13:09.010',43.3183,13.6775,95.239.69.162
Kranj,4000,Kranj,52,201,'2020-09-12 23:13:09.166',46.2389,14.3556,93.103.90.122
Ma On Shan Tsuen,None,Sha Tin,NST,134,'2020-09-12 23:13:09.558',22.4,114.2333,42.2.73.56
Sparsor,513 50,Västra Götaland County,O,187,'2020-09-12 23:13:10.264',57.8,13,77.53.23.64
Wonju,26417,Gangwon-do,42,125,'2020-09-12 23:13:10.969',37.3514,127.9453,175.206.223.222
Wonju,26417,Gangwon-do,42,125,'2020-09-12 23:13:11.035',37.3514,127.9453,175.206.223.222
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:11.054',22.2795,114.146,58.153.148.249
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:11.075',22.2795,114.146,58.153.148.249
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:11.176',22.2795,114.146,223.17.188.224
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:11.296',22.2795,114.146,223.17.188.224
Borås,507 45,Västra Götaland County,O,187,'2020-09-12 23:13:11.440',57.721,12.9401,155.4.200.197
Bupyeong-gu,21443,Incheon,28,125,'2020-09-12 23:13:11.482',37.4902,126.7151,175.210.210.94
Borås,507 45,Västra Götaland County,O,187,'2020-09-12 23:13:11.533',57.721,12.9401,155.4.200.197
Bupyeong-gu,21443,Incheon,28,125,'2020-09-12 23:13:11.554',37.4902,126.7151,175.210.210.94
Panama City,None,Provincia de Panama,8,212,'2020-09-12 23:13:11.682',8.9948,-79.523,190.218.3.190
Panama City,None,Provincia de Panama,8,212,'2020-09-12 23:13:11.797',8.9948,-79.523,190.218.3.190
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:12.712',22.2795,114.146,58.153.148.249
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:12.848',22.2795,114.146,223.17.188.224
Borås,507 45,Västra Götaland County,O,187,'2020-09-12 23:13:13.111',57.721,12.9401,155.4.200.197
Bupyeong-gu,21443,Incheon,28,125,'2020-09-12 23:13:13.156',37.4902,126.7151,175.210.210.94
None,None,None,None,191,'2020-09-12 23:13:13.943',42.696,23.332,85.255.172.90
None,None,None,None,191,'2020-09-12 23:13:14.007',42.696,23.332,85.255.172.90
None,None,None,None,191,'2020-09-12 23:13:14.022',42.696,23.332,85.255.172.90
Taichung,None,Taichung City,TXG,127,'2020-09-12 23:13:15.617',24.1469,120.6839,106.107.222.87
None,None,None,None,191,'2020-09-12 23:13:15.619',42.696,23.332,85.255.172.90
None,37340,Gyeongsangbuk-do,47,125,'2020-09-12 23:13:15.630',36.3333,128.75,113.52.192.214
None,None,None,None,127,'2020-09-12 23:13:15.681',23.5,121,106.105.142.109
Taichung,None,Taichung City,TXG,127,'2020-09-12 23:13:16.058',24.1469,120.6839,106.107.222.87
None,37340,Gyeongsangbuk-do,47,125,'2020-09-12 23:13:16.106',36.3333,128.75,113.52.192.214
None,None,None,None,127,'2020-09-12 23:13:16.131',23.5,121,106.105.142.109
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:17.285',22.2795,114.146,1.36.54.253
Taichung,None,Taichung City,TXG,127,'2020-09-12 23:13:17.325',24.1469,120.6839,106.107.222.87
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:17.356',22.2795,114.146,1.36.54.253
None,37340,Gyeongsangbuk-do,47,125,'2020-09-12 23:13:17.516',36.3333,128.75,113.52.192.214
None,None,None,None,127,'2020-09-12 23:13:17.569',23.5,121,106.105.142.109
None,None,None,None,133,'2020-09-12 23:13:17.716',16,106,27.2.241.163
None,None,None,None,133,'2020-09-12 23:13:17.974',16,106,27.2.241.163
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:19.326',22.2795,114.146,1.36.54.253
Seosan City,31983,Chungcheongnam-do,44,125,'2020-09-12 23:13:19.327',36.7817,126.4522,221.160.3.50
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:19.327',22.2795,114.146,42.2.222.50
None,None,None,None,133,'2020-09-12 23:13:19.544',16,106,27.2.241.163
Seosan City,31983,Chungcheongnam-do,44,125,'2020-09-12 23:13:19.997',36.7817,126.4522,221.160.3.50
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:20.029',22.2795,114.146,42.2.222.50
Seosan City,31983,Chungcheongnam-do,44,125,'2020-09-12 23:13:21.186',36.7817,126.4522,221.160.3.50
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:21.187',22.2795,114.146,42.2.222.50
Jeonju,55000,Jeollabuk-do,45,125,'2020-09-12 23:13:21.687',35.8219,127.1489,119.200.186.215
Jeonju,55000,Jeollabuk-do,45,125,'2020-09-12 23:13:22.061',35.8219,127.1489,119.200.186.215
Jeonju,55000,Jeollabuk-do,45,125,'2020-09-12 23:13:24.396',35.8219,127.1489,119.200.186.215
Seongnam-si,13332,Gyeonggi-do,41,125,'2020-09-12 23:13:24.681',37.4386,127.1378,121.134.108.91
Jeonju,55000,Jeollabuk-do,45,125,'2020-09-12 23:13:24.699',35.8219,127.1489,119.200.186.215
Seongnam-si,13332,Gyeonggi-do,41,125,'2020-09-12 23:13:24.699',37.4386,127.1378,121.134.108.91
Sao Joao de Meriti,25500,Rio de Janeiro,RJ,166,'2020-09-12 23:13:26.290',-22.8051,-43.3686,177.209.157.137
Sao Joao de Meriti,25500,Rio de Janeiro,RJ,166,'2020-09-12 23:13:26.748',-22.8051,-43.3686,177.209.157.137
Seongnam-si,13332,Gyeonggi-do,41,125,'2020-09-12 23:13:26.995',37.4386,127.1378,121.134.108.91
Greater Sudbury,P3A,Ontario,ON,210,'2020-09-12 23:13:26.996',46.5199,-80.9385,148.64.74.108
Greater Sudbury,P3A,Ontario,ON,210,'2020-09-12 23:13:27.378',46.5199,-80.9385,148.64.74.108
Sao Joao de Meriti,25500,Rio de Janeiro,RJ,166,'2020-09-12 23:13:27.701',-22.8051,-43.3686,177.209.157.137
Kyiv,3087,Kyiv City,30,179,'2020-09-12 23:13:27.712',50.4333,30.5167,81.163.95.103
Kyiv,3087,Kyiv City,30,179,'2020-09-12 23:13:28.008',50.4333,30.5167,81.163.95.103
Greater Sudbury,P3A,Ontario,ON,210,'2020-09-12 23:13:28.928',46.5199,-80.9385,148.64.74.108
Kyiv,3087,Kyiv City,30,179,'2020-09-12 23:13:29.632',50.4333,30.5167,81.163.95.103
Busan,48943,Busan,26,125,'2020-09-12 23:13:30.335',35.1003,129.0442,175.199.200.230
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:30.404',22.2795,114.146,112.119.229.86
Busan,48943,Busan,26,125,'2020-09-12 23:13:30.428',35.1003,129.0442,175.199.200.230
Busan,48943,Busan,26,125,'2020-09-12 23:13:30.638',35.1003,129.0442,175.199.200.230
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:30.657',22.2795,114.146,112.119.229.86
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:30.672',22.2795,114.146,112.119.229.86
Busan,48943,Busan,26,125,'2020-09-12 23:13:32.277',35.1003,129.0442,175.199.200.230
Central,None,Central and Western District,HCW,134,'2020-09-12 23:13:32.284',22.2795,114.146,112.119.229.86
Ansan-si,15345,Gyeonggi-do,41,125,'2020-09-12 23:13:33.058',37.3236,126.8219,175.212.253.136
Ansan-si,15345,Gyeonggi-do,41,125,'2020-09-12 23:13:33.284',37.3236,126.8219,175.212.253.136
Ansan-si,15345,Gyeonggi-do,41,125,'2020-09-12 23:13:35.764',37.3236,126.8219,175.212.253.136
None,None,None,None,128,'2020-09-12 23:13:55.085',20.0063,77.006,117.239.182.159
None,None,None,None,128,'2020-09-12 23:13:55.334',20.0063,77.006,117.239.182.159
None,None,None,None,124,'2020-09-12 23:24:13.054',34.7725,113.7266,222.186.180.8
None,None,None,None,124,'2020-09-12 23:24:13.447',34.7725,113.7266,222.186.180.8
None,None,None,None,124,'2020-09-12 23:24:14.909',34.7725,113.7266,222.186.180.8
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:25:03.582',31.0449,121.4012,61.177.172.61
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:27:22.724',34.5997,119.1594,218.92.0.173
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:27:23.032',34.5997,119.1594,218.92.0.173
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:27:25.438',34.5997,119.1594,218.92.0.173
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:27:31.066',31.0449,121.4012,27.115.127.210
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:28:13.146',31.0449,121.4012,222.186.175.212
None,None,None,None,175,'2020-09-12 23:29:07.231',48.8582,2.3387,5.135.165.45
None,None,None,None,175,'2020-09-12 23:29:07.404',48.8582,2.3387,5.135.165.45
None,None,None,None,175,'2020-09-12 23:29:08.966',48.8582,2.3387,5.135.165.45
Mazatlán,82010,Sinaloa,SIN,214,'2020-09-12 23:32:37.241',23.4879,-106.6216,189.192.100.139
Mazatlán,82010,Sinaloa,SIN,214,'2020-09-12 23:32:37.778',23.4879,-106.6216,189.192.100.139
Mazatlán,82010,Sinaloa,SIN,214,'2020-09-12 23:32:38.849',23.4879,-106.6216,189.192.100.139
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:33:57.953',34.5997,119.1594,218.92.0.212
Durban,4001,KwaZulu-Natal,KZN,221,'2020-09-12 23:34:01.307',-29.8556,31.0449,196.22.207.56
Durban,4001,KwaZulu-Natal,KZN,221,'2020-09-12 23:34:02.051',-29.8556,31.0449,196.22.207.56
Durban,4001,KwaZulu-Natal,KZN,221,'2020-09-12 23:34:03.250',-29.8556,31.0449,196.22.207.56
London,SL1,England,ENG,183,'2020-09-12 23:34:17.193',51.5177,-0.6215,165.22.121.56
London,SL1,England,ENG,183,'2020-09-12 23:34:17.213',51.5177,-0.6215,165.22.121.56
London,SL1,England,ENG,183,'2020-09-12 23:34:17.307',51.5177,-0.6215,165.22.121.56
London,SL1,England,ENG,183,'2020-09-12 23:34:19.920',51.5177,-0.6215,165.22.121.56
None,None,None,None,212,'2020-09-12 23:34:55.380',9,-80,45.227.255.4
Tsuen Wan,None,Tsuen Wan District,NTW,134,'2020-09-12 23:36:05.495',22.3667,114.1,223.197.151.55
None,None,None,None,124,'2020-09-12 23:39:25.789',34.7725,113.7266,114.67.110.227
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:39:59.863',34.5997,119.1594,218.92.0.184
None,None,None,None,124,'2020-09-12 23:42:40.112',34.7725,113.7266,60.2.224.234
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:43:06.192',31.0449,121.4012,61.177.172.168
Toronto,M5A,Ontario,ON,210,'2020-09-12 23:45:42.442',43.6547,-79.3623,178.128.226.2
None,None,None,None,181,'2020-09-12 23:46:42.577',56,24,141.98.10.210
None,None,None,None,181,'2020-09-12 23:46:48.619',56,24,141.98.10.211
None,None,None,None,181,'2020-09-12 23:46:52.640',56,24,141.98.10.212
None,None,None,None,181,'2020-09-12 23:46:58.668',56,24,141.98.10.213
None,None,None,None,181,'2020-09-12 23:47:02.698',56,24,141.98.10.214
None,None,None,None,181,'2020-09-12 23:47:08.732',56,24,141.98.10.209
None,None,None,None,124,'2020-09-12 23:47:54.385',34.7725,113.7266,222.186.180.147
None,None,None,None,124,'2020-09-12 23:47:54.823',34.7725,113.7266,222.186.180.147
None,None,None,None,124,'2020-09-12 23:47:57.099',34.7725,113.7266,222.186.180.147
Amsterdam,1012,North Holland,NH,182,'2020-09-12 23:49:26.977',52.3759,4.8975,192.42.116.16
None,None,None,None,175,'2020-09-12 23:49:31.018',48.8582,2.3387,51.83.139.55
Roubaix,None,Hauts-de-France,HDF,175,'2020-09-12 23:50:29.137',50.6974,3.178,151.80.77.132
None,None,None,None,124,'2020-09-12 23:50:53.445',34.7725,113.7266,222.186.173.238
None,None,None,None,124,'2020-09-12 23:50:53.806',34.7725,113.7266,222.186.173.238
None,None,None,None,124,'2020-09-12 23:50:55.316',34.7725,113.7266,222.186.173.238
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:53:46.430',34.5997,119.1594,112.85.42.172
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:53:46.691',34.5997,119.1594,112.85.42.172
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:53:49.136',34.5997,119.1594,112.85.42.172
None,None,None,None,124,'2020-09-12 23:53:58.731',34.7725,113.7266,203.195.205.202
None,None,None,None,175,'2020-09-12 23:54:20.784',48.8582,2.3387,51.254.156.114
None,None,None,None,124,'2020-09-12 23:54:39.904',34.7725,113.7266,120.92.210.196
None,None,None,None,124,'2020-09-12 23:54:40.036',34.7725,113.7266,120.92.210.196
None,None,None,None,124,'2020-09-12 23:54:41.556',34.7725,113.7266,120.92.210.196
St Louis,63123,Missouri,MO,211,'2020-09-12 23:55:32.141',38.5482,-90.3298,162.204.50.89
None,None,None,None,124,'2020-09-12 23:56:24.238',34.7725,113.7266,106.54.200.209
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:56:51.796',31.0449,121.4012,222.186.175.154
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:56:52.320',31.0449,121.4012,222.186.175.154
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:56:54.506',31.0449,121.4012,222.186.175.154
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:56:54.548',31.0449,121.4012,222.186.175.154
Yaocheng,None,Hebei,HE,124,'2020-09-12 23:57:44.411',37.3325,114.7014,106.116.118.89
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:57:54.448',31.0449,121.4012,61.177.172.128
Xinpu,None,Jiangsu,JS,124,'2020-09-12 23:59:50.631',34.5997,119.1594,218.92.0.172
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:59:56.576',31.0449,121.4012,222.186.175.217
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:59:56.694',31.0449,121.4012,222.186.175.217
Shanghai,None,Shanghai,SH,124,'2020-09-12 23:59:59.287',31.0449,121.4012,222.186.175.217
Bengaluru,560100,Karnataka,KA,128,'2020-09-13 00:01:22.853',12.9719,77.5937,159.65.155.255
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:02:37.969',31.0449,121.4012,222.186.175.169
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:02:38.196',31.0449,121.4012,222.186.175.169
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:02:40.682',31.0449,121.4012,222.186.175.169
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:02:40.823',31.0449,121.4012,222.186.175.169
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:03:56.330',34.5997,119.1594,218.92.0.249
None,None,None,None,124,'2020-09-13 00:04:08.896',34.7725,113.7266,111.229.159.69
None,None,None,None,124,'2020-09-13 00:04:08.902',34.7725,113.7266,111.229.159.69
None,None,None,None,124,'2020-09-13 00:04:08.973',34.7725,113.7266,111.229.159.69
None,None,None,None,124,'2020-09-13 00:04:10.912',34.7725,113.7266,111.229.159.69
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:05:35.582',34.5997,119.1594,112.85.42.173
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:05:35.715',34.5997,119.1594,112.85.42.173
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:05:37.349',34.5997,119.1594,112.85.42.173
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:07:07.889',31.0449,121.4012,222.186.175.182
None,None,None,None,124,'2020-09-13 00:07:42.236',34.7725,113.7266,58.87.127.16
None,None,None,None,124,'2020-09-13 00:07:42.565',34.7725,113.7266,58.87.127.16
None,None,None,None,124,'2020-09-13 00:07:44.292',34.7725,113.7266,58.87.127.16
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:11:46.227',31.0449,121.4012,222.186.175.182
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:11:46.951',31.0449,121.4012,222.186.175.182
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:11:48.111',31.0449,121.4012,222.186.175.182
None,None,None,None,124,'2020-09-13 00:13:11.128',34.7725,113.7266,222.186.169.192
None,None,None,None,124,'2020-09-13 00:14:35.251',34.7725,113.7266,222.186.173.142
None,None,None,None,124,'2020-09-13 00:14:35.265',34.7725,113.7266,222.186.173.142
None,None,None,None,124,'2020-09-13 00:14:36.862',34.7725,113.7266,222.186.173.142
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:17:34.723',31.0449,121.4012,61.177.172.128
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:17:34.731',31.0449,121.4012,61.177.172.128
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:17:36.331',31.0449,121.4012,61.177.172.128
Hefei,None,Anhui,AH,124,'2020-09-13 00:18:54.884',31.8642,117.2865,60.174.236.98
None,None,None,None,181,'2020-09-13 00:19:00.349',56,24,141.98.9.163
None,None,None,None,181,'2020-09-13 00:19:00.927',56,24,141.98.9.163
None,None,None,None,181,'2020-09-13 00:19:02.106',56,24,141.98.9.163
None,None,None,None,181,'2020-09-13 00:19:04.812',56,24,141.98.9.164
None,None,None,None,181,'2020-09-13 00:19:04.952',56,24,141.98.9.164
None,None,None,None,181,'2020-09-13 00:19:05.164',56,24,141.98.9.165
None,None,None,None,181,'2020-09-13 00:19:05.169',56,24,141.98.9.165
None,None,None,None,181,'2020-09-13 00:19:05.173',56,24,141.98.9.165
None,None,None,None,181,'2020-09-13 00:19:07.875',56,24,141.98.9.165
None,None,None,None,181,'2020-09-13 00:19:10.581',56,24,141.98.9.166
None,None,None,None,181,'2020-09-13 00:19:10.582',56,24,141.98.9.166
None,None,None,None,181,'2020-09-13 00:19:11.201',56,24,141.98.9.166
None,None,None,None,181,'2020-09-13 00:19:12.371',56,24,141.98.9.166
None,None,None,None,181,'2020-09-13 00:19:15.077',56,24,141.98.9.167
None,None,None,None,181,'2020-09-13 00:19:15.239',56,24,141.98.9.167
None,None,None,None,181,'2020-09-13 00:19:17.120',56,24,141.98.9.167
None,None,None,None,181,'2020-09-13 00:19:17.271',56,24,141.98.9.167
None,None,None,None,181,'2020-09-13 00:19:18.764',56,24,141.98.9.162
None,None,None,None,181,'2020-09-13 00:19:18.772',56,24,141.98.9.162
None,None,None,None,181,'2020-09-13 00:19:19.274',56,24,141.98.9.162
None,None,None,None,181,'2020-09-13 00:19:20.709',56,24,141.98.9.162
None,None,None,None,186,'2020-09-13 00:20:43.025',45.9968,24.997,2.57.122.204
None,None,None,None,186,'2020-09-13 00:20:43.410',45.9968,24.997,2.57.122.204
None,None,None,None,186,'2020-09-13 00:20:44.940',45.9968,24.997,2.57.122.204
None,None,None,None,124,'2020-09-13 00:22:00.598',34.7725,113.7266,120.53.22.204
None,None,None,None,124,'2020-09-13 00:22:00.764',34.7725,113.7266,120.53.22.204
None,None,None,None,124,'2020-09-13 00:22:03.310',34.7725,113.7266,120.53.22.204
Nicosia,None,Nicosia,1,192,'2020-09-13 00:22:10.809',35.1638,33.3639,62.152.7.47
Anseong,17580,Gyeonggi-do,41,125,'2020-09-13 00:22:12.843',37.0108,127.2703,121.169.166.158
Tai Kok Tsui,None,Yau Tsim Mong,KYT,134,'2020-09-13 00:22:14.865',22.3167,114.1667,223.17.48.217
Kyiv,3087,Kyiv City,30,179,'2020-09-13 00:22:16.888',50.4333,30.5167,37.115.154.71
Limassol,None,Limassol District,2,192,'2020-09-13 00:22:24.926',34.6874,33.0366,78.158.148.177
Central,None,Central and Western District,HCW,134,'2020-09-13 00:22:30.956',22.2795,114.146,203.218.4.125
Kaohsiung City,None,Kaohsiung,KHH,127,'2020-09-13 00:22:32.980',22.6148,120.3139,220.142.101.46
Sofia,1000,Sofia-Capital,22,191,'2020-09-13 00:22:32.999',42.6833,23.3167,5.53.148.104
Dortmund,44227,North Rhine-Westphalia,NW,177,'2020-09-13 00:22:35.022',51.4473,7.4713,87.122.211.65
Bucheon-si,14554,Gyeonggi-do,41,125,'2020-09-13 00:22:35.041',37.4989,126.7831,222.100.120.114
Seoul,2878,Seoul,11,125,'2020-09-13 00:22:35.060',37.5985,126.9783,59.9.165.217
Larnaca,None,Larnaka,3,192,'2020-09-13 00:22:35.080',34.9165,33.6272,82.102.119.205
Gothenburg,418 37,Västra Götaland County,O,187,'2020-09-13 00:22:37.106',57.7072,11.9668,188.148.181.117
Gangdong-gu,5205,Seoul,11,125,'2020-09-13 00:22:37.126',37.5527,127.1455,175.196.24.155
None,None,None,None,127,'2020-09-13 00:22:39.150',24,121,111.242.61.188
Vratsa,3000,Vratsa,6,191,'2020-09-13 00:22:39.165',43.2159,23.5579,213.231.158.91
Macao,None,None,None,147,'2020-09-13 00:22:41.190',22.2,113.55,60.246.182.86
Council Bluffs,51502,Iowa,IA,211,'2020-09-13 00:22:41.217',41.2619,-95.8608,35.188.45.33
Taipei,None,Taipei City,TPE,127,'2020-09-13 00:22:43.243',25.04,121.4733,114.24.64.200
Pocheon-si,11147,Gyeonggi-do,41,125,'2020-09-13 00:22:43.265',37.8944,127.1992,220.121.236.222
Phoenix,85001,Arizona,AZ,211,'2020-09-13 00:22:49.288',33.4532,-112.0748,45.93.83.249
Gyeonggi-do,10133,Gyeonggi-do,41,125,'2020-09-13 00:22:51.314',37.5894,126.7692,221.154.46.24
Sepang,43950,Selangor,10,136,'2020-09-13 00:22:53.337',2.8526,101.632,60.50.44.164
Tsimshatsui,None,Kowloon City,KKC,134,'2020-09-13 00:22:55.361',22.3,114.1667,221.127.42.228
Tainan City,None,Tainan,TNN,127,'2020-09-13 00:22:57.391',22.9908,120.2133,220.143.156.161
Busan,48943,Busan,26,125,'2020-09-13 00:22:59.412',35.1003,129.0442,112.185.238.230
Gwangju,12761,Gyeonggi-do,41,125,'2020-09-13 00:23:01.433',37.41,127.2572,125.132.75.27
None,None,None,None,124,'2020-09-13 00:23:21.486',34.7725,113.7266,211.159.189.39
None,None,None,None,124,'2020-09-13 00:26:25.239',34.7725,113.7266,222.186.169.194
None,None,None,None,124,'2020-09-13 00:26:25.776',34.7725,113.7266,222.186.169.194
None,None,None,None,124,'2020-09-13 00:26:27.950',34.7725,113.7266,222.186.169.194
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:26:29.831',34.5997,119.1594,112.85.42.195
Mexico City,6698,Mexico City,CMX,214,'2020-09-13 00:26:49.878',19.436,-99.1446,201.149.3.102
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:27:06.705',34.5997,119.1594,112.85.42.195
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:27:07.131',34.5997,119.1594,112.85.42.195
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:27:09.415',34.5997,119.1594,112.85.42.195
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:28:07.233',31.0449,121.4012,222.186.175.216
None,None,None,None,124,'2020-09-13 00:29:27.727',34.7725,113.7266,222.186.169.192
None,None,None,None,124,'2020-09-13 00:29:27.861',34.7725,113.7266,222.186.169.192
None,None,None,None,124,'2020-09-13 00:29:29.578',34.7725,113.7266,222.186.169.192
None,None,None,None,124,'2020-09-13 00:30:01.951',34.7725,113.7266,222.173.12.98
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:31:04.090',34.5997,119.1594,112.85.42.174
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:34:12.412',34.5997,119.1594,218.92.0.248
None,None,None,None,124,'2020-09-13 00:37:02.728',34.7725,113.7266,222.186.173.215
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:39:59.032',34.5997,119.1594,218.92.0.138
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:41:25.490',34.5997,119.1594,218.92.0.249
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:41:25.779',34.5997,119.1594,218.92.0.249
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:41:26.584',34.5997,119.1594,218.92.0.249
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:43:05.945',31.0449,121.4012,222.186.175.167
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:47:26.806',34.5997,119.1594,112.85.42.174
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:47:26.933',34.5997,119.1594,112.85.42.174
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:47:28.805',34.5997,119.1594,112.85.42.174
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:49:13.128',31.0449,121.4012,222.186.175.163
Warsaw,00-202,Mazovia,14,178,'2020-09-13 00:49:39.224',52.2488,21.0024,51.83.129.84
Amsterdam,1012,North Holland,NH,182,'2020-09-13 00:50:13.294',52.3759,4.8975,192.42.116.26
Santa Clara,95051,California,CA,211,'2020-09-13 00:50:15.326',37.3417,-121.9753,167.172.201.94
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:50:27.847',34.5997,119.1594,218.92.0.175
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:50:27.970',34.5997,119.1594,218.92.0.175
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:50:29.456',34.5997,119.1594,218.92.0.175
None,None,None,None,177,'2020-09-13 00:50:46.035',51.2993,9.491,51.75.144.43
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:50:46.257',34.5997,119.1594,112.85.42.181
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:50:46.260',34.5997,119.1594,112.85.42.181
Xinpu,None,Jiangsu,JS,124,'2020-09-13 00:50:48.055',34.5997,119.1594,112.85.42.181
Roost,L-7759,Mersch,ME,196,'2020-09-13 00:51:20.330',49.7867,6.0961,104.244.79.241
None,None,None,None,177,'2020-09-13 00:51:54.400',51.2993,9.491,185.220.102.246
None,None,None,None,186,'2020-09-13 00:52:26.469',45.9968,24.997,185.247.224.22
None,None,None,None,211,'2020-09-13 00:53:02.538',37.751,-97.822,23.129.64.216
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:53:26.667',31.0449,121.4012,222.186.175.212
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:53:26.789',31.0449,121.4012,222.186.175.212
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:53:29.377',31.0449,121.4012,222.186.175.212
Shanghai,None,Shanghai,SH,124,'2020-09-13 00:53:29.415',31.0449,121.4012,222.186.175.212
None,None,None,None,177,'2020-09-13 00:53:36.826',51.2993,9.491,185.220.102.242
None,None,None,None,200,'2020-09-13 00:54:10.897',59.9452,10.7559,217.170.205.14
