route_id,route,
1071,118.24.44.0/22,
1072,42.118.121.0/24,
1073,124.207.64.0/18,
1074,148.70.208.0/20,
1075,189.178.0.0/19,
1076,81.84.192.0/18,
1077,195.224.0.0/16,
1078,212.64.64.0/20,
1079,81.128.0.0/12,
1080,77.222.128.0/21,
1081,94.0.0.0/12,
1082,218.75.128.0/17,
1083,168.62.0.0/15,
1084,103.76.211.0/24,
1085,191.52.248.0/23,
1086,182.75.0.0/16,
1087,212.64.96.0/20,
1088,122.165.128.0/17,
1089,103.23.100.0/24,
1090,91.72.192.0/19,
1091,68.183.112.0/20,
1092,36.112.148.0/24,
1093,37.64.0.0/13,
1094,104.223.143.0/24,
1095,42.112.211.0/24,
1096,36.16.0.0/12,
1097,123.63.160.0/21,
1098,165.22.208.0/20,
1099,195.154.0.0/16,
1100,58.22.0.0/15,
1101,118.201.65.0/24,
1102,118.99.108.0/23,
1103,159.89.192.0/20,
1104,180.249.164.0/22,
1105,125.167.144.0/22,
1106,154.90.1.0/24,
1107,180.76.134.0/23,
1108,180.76.50.0/23,
1109,137.116.0.0/15,
1110,110.136.216.0/22,
1111,181.58.120.0/24,
1112,193.112.64.0/19,
1113,36.99.32.0/20,
1114,45.195.61.0/24,
1115,177.43.32.0/19,
1116,185.142.188.0/22,
1117,123.206.32.0/20,
1118,180.76.100.0/23,
1119,103.248.33.0/24,
1120,159.203.0.0/18,
1121,200.170.250.0/24,
1122,13.125.0.0/16,
1123,178.128.112.0/20,
1124,81.56.0.0/15,
1125,193.7.200.0/24,
1126,118.25.60.0/22,
1127,45.172.108.0/22,
1128,106.13.4.0/23,
1129,62.67.0.0/16,
1130,186.85.159.0/24,
1131,103.129.221.0/24,
1132,89.165.0.0/18,
1133,174.138.64.0/20,
1134,118.69.80.0/20,
1135,34.120.0.0/14,
1136,128.14.227.0/24,
1137,123.31.45.0/24,
1138,103.254.198.0/24,
1139,121.100.28.0/24,
1140,172.96.192.0/19,
1141,138.99.6.0/23,
1142,128.1.133.0/24,
1143,60.251.0.0/16,
1144,101.88.0.0/13,
1145,106.92.0.0/16,
1146,1.0.248.0/21,
1147,36.128.0.0/10,
1148,220.102.0.0/16,
1149,223.25.97.0/24,
1150,165.22.16.0/20,
1151,152.231.107.0/24,
1152,2.232.0.0/13,
1153,62.234.16.0/20,
1154,170.233.30.0/24,
1155,103.93.181.0/24,
1156,129.211.64.0/18,
1157,113.176.80.0/20,
1158,132.232.0.0/20,
1159,206.189.16.0/20,
1160,122.144.196.0/23,
1161,68.183.80.0/20,
1162,165.22.96.0/20,
1163,119.96.0.0/13,
1164,103.130.212.0/22,
1165,36.66.0.0/16,
1166,118.25.56.0/22,
1167,84.214.0.0/17,
1168,191.242.216.0/22,
1169,103.76.175.0/24,
1170,154.8.160.0/19,
1171,108.188.0.0/14,
1172,140.143.244.0/22,
1173,185.53.130.0/24,
1174,117.4.240.0/20,
1175,180.96.32.0/19,
1176,113.176.163.0/24,
1177,45.14.148.0/22,
1178,123.128.0.0/13,
1179,14.190.32.0/20,
1180,42.104.109.0/24,
1181,182.61.40.0/23,
1182,202.88.234.0/24,
1183,216.24.176.0/22,
1184,106.12.146.0/23,
1185,76.96.0.0/11,
1186,152.231.140.0/23,
1187,175.139.192.0/18,
1188,202.188.0.0/19,
1189,116.247.64.0/19,
1190,195.189.227.0/24,
1191,100.24.0.0/13,
1192,117.3.248.0/21,
1193,167.71.112.0/20,
1194,200.44.32.0/19,
1195,14.187.64.0/20,
1196,186.147.35.0/24,
1197,217.175.171.0/24,
1198,103.81.86.0/24,
1199,61.155.208.0/22,
1200,67.207.80.0/20,
1201,144.48.227.0/24,
1202,34.64.0.0/14,
1203,115.48.0.0/12,
1204,103.98.17.0/24,
1205,106.12.150.0/23,
1206,14.141.60.0/23,
1207,80.211.0.0/17,
1208,49.247.0.0/17,
1209,104.248.112.0/20,
1210,90.192.0.0/11,
1211,123.126.64.0/18,
1212,165.227.64.0/20,
1213,89.236.192.0/18,
1214,62.28.0.0/16,
1215,190.111.211.0/24,
1216,174.138.32.0/20,
1217,149.56.0.0/16,
1218,49.206.228.0/22,
1219,162.243.192.0/18,
1220,109.116.32.0/19,
1221,45.55.32.0/19,
1222,103.140.83.0/24,
1223,139.99.0.0/17,
1224,106.75.96.0/19,
1225,182.61.36.0/23,
1226,103.217.151.0/24,
1227,67.198.205.0/24,
1228,66.146.160.0/20,
1229,27.75.184.0/21,
1230,139.199.228.0/23,
1231,189.7.24.0/21,
1232,139.59.0.0/18,
1233,187.18.96.0/20,
1234,171.79.80.0/20,
1235,209.244.0.0/14,
1236,70.45.128.0/21,
1237,118.96.112.0/22,
1238,202.147.198.0/24,
1239,159.89.224.0/20,
1240,111.11.181.0/24,
1241,112.64.32.0/22,
1242,54.36.0.0/16,
1243,125.35.64.0/18,
1244,159.65.160.0/20,
1245,191.162.192.0/19,
1246,171.25.208.0/22,
1247,181.115.144.0/20,
1248,213.184.252.0/24,
1249,106.13.128.0/19,
1250,187.149.40.0/21,
1251,190.196.64.0/19,
1252,103.245.198.0/24,
1253,79.120.0.0/17,
1254,95.190.0.0/16,
1255,103.232.120.0/24,
1256,93.149.0.0/16,
1257,61.183.0.0/16,
1258,123.108.35.0/24,
1259,103.210.21.0/24,
1260,211.57.153.0/24,
1261,211.159.152.0/23,
1262,160.16.0.0/17,
1263,189.56.0.0/15,
1264,181.177.244.0/22,
1265,123.206.64.0/20,
1266,130.185.155.0/24,
1267,164.160.32.0/22,
1268,184.170.208.0/20,
1269,130.180.64.0/18,
1270,85.164.0.0/14,
1271,37.49.230.0/24,
1272,69.194.8.0/22,
1273,45.250.212.0/22,
1274,81.192.96.0/20,
1275,14.182.224.0/20,
1276,118.25.72.0/22,
1277,182.151.0.0/18,
1278,212.64.32.0/20,
1279,51.103.0.0/16,
1280,106.12.112.0/23,
1281,50.48.0.0/13,
1282,27.69.184.0/21,
1283,118.89.232.0/21,
1284,157.230.208.0/20,
1285,200.204.0.0/16,
1286,94.98.80.0/20,
1287,119.27.160.0/19,
1288,128.14.236.0/24,
1289,80.11.0.0/16,
1290,111.90.158.0/24,
1291,159.89.80.0/20,
1292,201.192.128.0/18,
1293,45.167.24.0/22,
1294,156.54.169.0/24,
1295,171.239.248.0/21,
1296,187.190.40.0/21,
1297,122.152.248.0/23,
1298,54.144.0.0/14,
1299,82.200.0.0/17,
1300,42.200.128.0/19,
1301,154.85.0.0/16,
1302,177.125.164.0/23,
1303,118.25.112.0/22,
1304,181.63.248.0/24,
1305,36.156.0.0/16,
1306,203.56.24.0/24,
1307,39.155.128.0/17,
1308,60.141.0.0/16,
1309,45.80.64.0/23,
1310,111.93.235.0/24,
1311,197.62.0.0/16,
1312,200.66.80.0/22,
1313,91.106.198.0/23,
1314,54.199.128.0/17,
1315,152.32.165.0/24,
1316,222.232.0.0/13,
1317,94.79.54.0/23,
1318,195.58.38.0/23,
1319,125.19.153.0/24,
1320,124.158.147.0/24,
1321,115.135.0.0/18,
1322,116.6.84.0/22,
1323,60.30.0.0/16,
1324,37.57.169.0/24,
1325,204.48.16.0/20,
1326,65.49.208.0/20,
1327,222.208.0.0/13,
1328,45.235.92.0/22,
1329,196.15.128.0/17,
1330,196.37.0.0/16,
1331,103.30.151.0/24,
1332,129.211.192.0/20,
1333,59.108.64.0/20,
1334,139.255.84.0/22,
1335,139.186.64.0/20,
1336,162.214.0.0/15,
1337,182.162.0.0/16,
1338,210.22.64.0/20,
1339,36.152.0.0/14,
1340,94.57.192.0/18,
1341,118.101.192.0/18,
1342,115.224.0.0/12,
1343,112.29.128.0/17,
1344,88.119.64.0/18,
1345,201.91.0.0/16,
1346,187.45.102.0/23,
1347,182.23.93.0/24,
1348,41.90.96.0/19,
1349,117.186.0.0/16,
1350,193.35.20.0/24,
1351,172.88.0.0/14,
1352,93.60.0.0/15,
1353,177.9.0.0/17,
1354,37.193.0.0/16,
1355,110.16.0.0/14,
1356,45.164.8.0/22,
1357,182.74.25.0/24,
1358,212.145.0.0/16,
1359,210.184.2.0/24,
1360,168.194.12.0/23,
1361,165.22.224.0/20,
1362,170.210.200.0/21,
1363,91.232.4.0/23,
1364,177.69.0.0/16,
1365,152.136.220.0/22,
1366,5.39.0.0/17,
1367,190.85.160.0/19,
1368,104.131.128.0/20,
1369,143.255.142.0/23,
1370,202.134.160.0/24,
1371,177.96.160.0/19,
1372,45.64.236.0/22,
1373,134.209.48.0/20,
1374,128.70.96.0/19,
1375,31.163.192.0/20,
1376,130.61.128.0/17,
1377,98.192.0.0/10,
1378,101.128.64.0/24,
1379,112.199.118.0/24,
1380,36.74.72.0/22,
1381,181.28.128.0/19,
1382,154.83.15.0/24,
1383,106.53.240.0/20,
1384,41.79.76.0/22,
1385,68.183.160.0/20,
1386,222.83.0.0/17,
1387,85.208.212.0/22,
1388,129.211.176.0/20,
1389,34.84.0.0/14,
1390,81.192.87.0/24,
1391,103.219.112.0/24,
1392,65.52.0.0/14,
1393,212.119.192.0/18,
1394,196.251.0.0/18,
1395,116.85.64.0/24,
1396,103.56.17.0/24,
1397,221.194.0.0/16,
1398,142.4.192.0/19,
1399,45.82.137.0/24,
1400,120.92.136.0/21,
1401,84.255.192.0/18,
1402,61.95.233.0/24,
1403,182.253.226.0/24,
1404,195.204.0.0/16,
1405,162.252.56.0/22,
1406,210.9.44.0/22,
1407,118.24.192.0/20,
1408,220.180.0.0/16,
1409,65.97.192.0/18,
1410,190.21.0.0/16,
1411,139.59.224.0/20,
1412,119.45.0.0/20,
1413,181.40.112.0/20,
1414,170.106.0.0/16,
1415,41.160.0.0/14,
1416,66.207.64.0/19,
1417,59.120.0.0/16,
1418,168.232.152.0/23,
1419,202.158.62.0/23,
1420,178.128.64.0/20,
1421,197.253.96.0/19,
1422,102.65.0.0/16,
1423,180.106.80.0/22,
1424,125.91.32.0/19,
1425,103.21.53.0/24,
1426,81.128.0.0/11,
1427,150.109.150.0/23,
1428,115.192.0.0/11,
1429,124.65.128.0/18,
1430,189.203.194.0/24,
1431,196.38.0.0/16,
1432,159.65.80.0/20,
1433,45.176.208.0/24,
1434,66.70.128.0/17,
1435,203.217.140.0/24,
1436,159.28.128.0/17,
1437,43.226.32.0/20,
1438,85.172.174.0/23,
1439,97.64.120.0/21,
1440,71.246.192.0/18,
1441,165.22.64.0/20,
1442,49.235.80.0/20,
1443,200.216.0.0/18,
1444,34.72.0.0/14,
1445,102.114.0.0/17,
1446,189.78.0.0/15,
1447,115.85.32.0/19,
1448,132.232.16.0/20,
1449,177.101.124.0/22,
1450,103.246.240.0/24,
1451,49.234.112.0/20,
1452,61.132.128.0/17,
1453,36.110.192.0/19,
1454,165.22.80.0/20,
1455,178.62.128.0/18,
1456,83.103.64.0/18,
1457,106.201.64.0/19,
1458,168.205.124.0/24,
1459,212.64.0.0/20,
1460,139.226.32.0/19,
1461,71.117.128.0/17,
1462,49.233.16.0/20,
1463,182.61.18.0/23,
1464,187.162.56.0/21,
1465,62.2.0.0/17,
1466,165.22.176.0/20,
1467,118.126.88.0/23,
1468,122.96.0.0/15,
1469,185.118.48.0/22,
1470,37.186.32.0/19,
1471,186.148.167.0/24,
1472,106.53.64.0/20,
1473,77.21.183.0/24,
1474,193.122.0.0/15,
1475,222.136.0.0/13,
1476,67.205.128.0/20,
1477,222.252.16.0/20,
1478,207.154.208.0/20,
1479,175.120.0.0/13,
1480,188.166.240.0/20,
1481,218.86.0.0/17,
1482,45.119.80.0/22,
1483,49.235.16.0/20,
1484,182.32.0.0/12,
1485,220.247.192.0/18,
1486,219.91.153.0/24,
1487,123.252.192.0/18,
1488,118.70.233.0/24,
1489,200.114.224.0/20,
1490,62.99.0.0/17,
1491,200.186.127.0/24,
1492,103.19.58.0/24,
1493,118.70.72.0/24,
1494,167.114.128.0/18,
1495,159.65.64.0/20,
1496,211.159.216.0/22,
1497,47.74.0.0/18,
1498,200.88.0.0/17,
1499,94.32.0.0/14,
1500,180.96.0.0/11,
1501,43.239.220.0/24,
1502,189.112.0.0/16,
1503,85.18.0.0/17,
1504,117.50.96.0/19,
1505,111.120.0.0/14,
1506,128.199.32.0/19,
1507,93.147.0.0/16,
1508,142.93.0.0/20,
1509,223.100.0.0/16,
1510,60.220.0.0/14,
1511,118.112.0.0/13,
1512,139.198.120.0/21,
1513,128.1.131.0/24,
1514,114.88.0.0/16,
1515,200.75.112.0/23,
1516,213.60.0.0/18,
1517,190.111.246.0/24,
1518,120.92.10.0/23,
1519,104.148.125.0/24,
1520,24.218.128.0/17,
1521,110.35.80.0/24,
1522,128.14.230.0/24,
1523,118.99.104.0/24,
1524,190.15.58.0/23,
1525,103.71.40.0/24,
1526,186.30.56.0/21,
1527,27.111.44.0/24,
1528,180.76.54.0/23,
1529,103.86.180.0/24,
1530,182.61.132.0/23,
1531,186.116.148.0/22,
1532,193.36.119.0/24,
1533,183.238.0.0/16,
1534,218.47.0.0/16,
1535,78.100.0.0/15,
1536,148.70.0.0/20,
1537,119.29.168.0/23,
1538,138.68.224.0/20,
1539,210.55.3.0/24,
1540,209.97.160.0/20,
1541,211.151.128.0/18,
1542,148.245.0.0/20,
1543,58.232.0.0/13,
1544,146.0.32.0/20,
1545,193.253.176.0/20,
1546,123.114.192.0/18,
1547,109.167.192.0/18,
1548,200.110.168.0/24,
1549,118.25.4.0/22,
1550,45.40.192.0/22,
1551,119.29.128.0/23,
1552,77.48.0.0/17,
1553,109.227.0.0/18,
1554,201.49.96.0/19,
1555,190.186.0.0/18,
1556,117.131.0.0/17,
1557,152.136.104.0/22,
1558,39.109.127.0/24,
1559,157.230.16.0/20,
1560,45.82.82.0/24,
1561,110.43.48.0/21,
1562,49.232.32.0/20,
1563,178.174.128.0/17,
1564,159.203.176.0/20,
1565,190.85.0.0/19,
1566,119.28.220.0/23,
1567,144.34.160.0/19,
1568,61.134.0.0/18,
1569,60.166.0.0/15,
1570,47.176.0.0/14,
1571,106.12.84.0/23,
1572,41.72.192.0/19,
1573,77.139.160.0/21,
1574,106.225.128.0/19,
1575,103.45.176.0/20,
1576,39.109.122.0/24,
1577,74.112.136.0/21,
1578,106.12.70.0/23,
1579,160.124.128.0/18,
1580,188.212.100.0/22,
1581,151.177.0.0/16,
1582,121.112.0.0/13,
1583,5.88.0.0/13,
1584,194.152.192.0/18,
1585,95.130.168.0/24,
1586,193.112.128.0/18,
1587,189.178.64.0/19,
1588,213.6.128.0/17,
1589,193.112.0.0/18,
1590,52.117.0.0/20,
1591,200.133.0.0/18,
1592,68.183.48.0/20,
1593,104.244.78.0/24,
1594,67.209.176.0/20,
1595,14.152.32.0/19,
1596,210.21.226.0/24,
1597,27.71.0.0/16,
1598,129.204.0.0/18,
1599,5.132.0.0/17,
1600,124.158.164.0/24,
1601,50.67.172.0/22,
1602,103.123.8.0/24,
1603,152.136.124.0/22,
1604,202.29.80.0/23,
1605,212.247.0.0/16,
1606,151.69.0.0/16,
1607,210.71.128.0/17,
1608,134.209.0.0/20,
1609,122.97.176.0/22,
1610,49.232.48.0/20,
1611,185.38.0.0/22,
1612,200.68.132.0/24,
1613,129.204.64.0/18,
1614,104.251.231.0/24,
1615,190.85.128.0/19,
1616,119.45.16.0/20,
1617,68.183.192.0/20,
1618,106.13.192.0/20,
1619,131.108.60.0/22,
1620,123.207.18.0/23,
1621,142.93.240.0/20,
1622,212.72.144.0/21,
1623,181.30.0.0/20,
1624,106.12.102.0/23,
1625,119.28.226.0/23,
1626,168.232.164.0/22,
1627,113.160.192.0/20,
1628,206.189.144.0/20,
1629,106.52.192.0/20,
1630,63.225.240.0/20,
1631,1.232.0.0/13,
1632,180.76.156.0/23,
1633,85.111.74.0/24,
1634,140.143.180.0/22,
1635,61.160.248.0/21,
1636,185.47.64.0/23,
1637,217.19.144.0/20,
1638,201.90.0.0/16,
1639,122.173.80.0/20,
1640,177.44.208.0/21,
1641,119.45.144.0/20,
1642,178.128.16.0/20,
1643,121.64.0.0/14,
1644,167.99.224.0/20,
1645,175.6.32.0/19,
1646,39.48.0.0/13,
1647,112.214.192.0/19,
1648,123.207.74.0/23,
1649,96.253.0.0/18,
1650,167.71.0.0/20,
1651,14.102.74.0/24,
1652,87.128.0.0/10,
1653,36.71.32.0/21,
1654,140.249.0.0/16,
1655,91.144.160.0/22,
1656,203.135.20.0/24,
1657,106.12.174.0/23,
1658,181.189.144.0/24,
1659,182.78.128.0/17,
1660,119.45.48.0/20,
1661,180.76.236.0/23,
1662,106.12.160.0/23,
1663,45.6.18.0/23,
1664,95.169.24.0/22,
1665,96.225.0.0/17,
1666,139.155.16.0/20,
1667,64.235.35.0/24,
1668,81.206.0.0/15,
1669,111.230.204.0/23,
1670,129.213.144.0/21,
1671,182.75.216.0/24,
1672,196.1.96.0/22,
1673,103.90.190.0/24,
1674,210.86.239.0/24,
1675,46.41.128.0/18,
1676,14.29.128.0/17,
1677,64.68.224.0/24,
1678,152.67.0.0/16,
1679,106.13.30.0/23,
1680,13.57.0.0/16,
1681,45.64.126.0/23,
1682,185.46.18.0/24,
1683,49.232.192.0/20,
1684,202.21.96.0/19,
1685,41.190.152.0/23,
1686,185.70.184.0/24,
1687,82.196.0.0/20,
1688,80.98.0.0/16,
1689,119.29.34.0/23,
1690,95.242.0.0/15,
1691,95.255.0.0/16,
1692,106.52.96.0/20,
1693,129.226.64.0/23,
1694,46.35.0.0/19,
1695,167.71.96.0/20,
1696,186.24.192.0/18,
1697,120.26.0.0/16,
1698,117.83.83.0/24,
1699,138.68.240.0/20,
1700,93.183.131.0/24,
1701,177.155.248.0/22,
1702,95.181.152.0/21,
1703,101.255.81.0/24,
1704,206.167.33.0/24,
1705,221.122.64.0/20,
1706,221.224.0.0/13,
1707,184.67.96.0/19,
1708,95.111.0.0/17,
1709,69.51.16.0/24,
1710,167.99.80.0/20,
1711,200.29.104.0/21,
1712,58.130.64.0/18,
1713,180.76.160.0/23,
1714,110.78.112.0/20,
1715,195.133.144.0/22,
1716,190.210.60.0/22,
1717,104.248.240.0/20,
1718,129.146.240.0/20,
1719,171.79.176.0/20,
1720,104.248.0.0/20,
1721,200.54.0.0/16,
1722,43.224.124.0/22,
1723,36.112.128.0/24,
1724,139.199.112.0/20,
1725,41.224.56.0/22,
1726,45.16.0.0/12,
1727,195.228.0.0/16,
1728,209.198.176.0/20,
1729,88.17.0.0/16,
1730,197.47.32.0/19,
1731,45.79.112.0/20,
1732,124.156.224.0/20,
1733,203.130.254.0/23,
1734,49.37.0.0/21,
1735,118.24.32.0/22,
1736,31.177.50.0/24,
1737,14.251.32.0/20,
1738,27.34.27.0/24,
1739,185.235.40.0/22,
1740,92.81.128.0/17,
1741,49.73.84.0/24,
1742,106.52.176.0/20,
1743,193.148.68.0/22,
1744,167.99.96.0/20,
1745,118.0.0.0/12,
1746,186.200.0.0/16,
1747,183.0.0.0/10,
1748,41.63.0.0/18,
1749,104.224.176.0/20,
1750,86.101.0.0/17,
1751,119.92.224.0/19,
1752,61.185.0.0/16,
1753,174.89.0.0/16,
1754,125.64.0.0/13,
1755,42.190.0.0/18,
1756,167.71.64.0/20,
1757,203.245.0.0/18,
1758,103.66.79.0/24,
1759,113.20.98.0/23,
1760,200.56.56.0/21,
1761,201.234.64.0/20,
1762,223.99.22.0/24,
1763,43.245.185.0/24,
1764,68.183.64.0/20,
1765,154.160.2.0/24,
1766,117.34.98.0/23,
1767,138.68.80.0/20,
1768,47.144.0.0/13,
1769,190.202.128.0/22,
1770,87.226.128.0/17,
1771,106.12.22.0/23,
1772,188.166.176.0/20,
1773,156.54.170.0/24,
1774,198.27.64.0/18,
1775,201.116.192.0/19,
1776,61.7.192.0/18,
1777,172.96.224.0/19,
1778,5.194.0.0/18,
1779,49.235.0.0/20,
1780,180.76.180.0/23,
1781,104.131.64.0/18,
1782,174.108.0.0/14,
1783,174.138.48.0/20,
1784,190.145.192.0/19,
1785,189.144.136.0/21,
1786,189.207.128.0/17,
1787,213.6.0.0/16,
1788,42.56.0.0/14,
1789,104.248.48.0/20,
1790,60.52.0.0/18,
1791,106.12.44.0/23,
1792,106.12.72.0/23,
1793,106.12.52.0/23,
1794,106.12.54.0/23,
1795,188.131.144.0/20,
1796,52.56.0.0/16,
1797,49.229.0.0/16,
1798,103.106.83.0/24,
1799,111.231.60.0/22,
1800,218.50.0.0/15,
1801,211.90.0.0/18,
1802,134.209.96.0/20,
1803,60.218.0.0/15,
1804,91.207.40.0/24,
1805,94.16.112.0/21,
1806,211.38.0.0/16,
1807,66.131.192.0/18,
1808,123.59.192.0/19,
1809,117.247.224.0/20,
1810,59.108.0.0/16,
1811,106.12.4.0/23,
1812,185.111.88.0/24,
1813,37.252.184.0/21,
1814,35.200.0.0/14,
1815,151.51.0.0/16,
1816,34.100.0.0/14,
1817,47.190.132.0/23,
1818,218.16.0.0/14,
1819,182.88.0.0/14,
1820,139.59.64.0/20,
1821,42.200.64.0/19,
1822,207.244.64.0/18,
1823,209.95.50.0/23,
1824,45.15.16.0/24,
1825,198.251.89.0/24,
1826,64.113.32.0/20,
1827,51.158.128.0/17,
1828,45.62.230.0/24,
1829,148.70.128.0/20,
1830,88.136.0.0/14,
1831,1.10.128.0/17,
1832,111.119.187.0/24,
1833,185.199.224.0/22,
1834,106.12.86.0/23,
1835,223.65.192.0/19,
1836,206.189.176.0/20,
1837,86.80.0.0/13,
1838,148.66.128.0/19,
1839,120.131.14.0/23,
1840,184.68.0.0/14,
1841,89.129.16.0/22,
1842,35.232.0.0/14,
1843,210.211.104.0/21,
1844,27.34.251.0/24,
1845,165.22.240.0/20,
1846,106.12.6.0/23,
1847,59.152.62.0/24,
1848,198.89.92.0/24,
1849,64.20.32.0/19,
1850,193.112.192.0/18,
1851,60.249.0.0/16,
1852,218.104.216.0/21,
1853,1.56.0.0/13,
1854,23.105.208.0/21,
1855,187.189.241.0/24,
1856,189.202.128.0/17,
1857,168.121.104.0/24,
1858,132.232.48.0/20,
1859,106.12.38.0/23,
1860,139.155.32.0/20,
1861,189.203.72.0/24,
1862,139.59.112.0/20,
1863,122.144.134.0/24,
1864,62.82.0.0/16,
1865,46.238.64.0/18,
1866,92.130.0.0/16,
1867,192.243.112.0/21,
1868,35.168.0.0/13,
1869,221.144.0.0/13,
1870,14.120.32.0/19,
1871,45.181.228.0/24,
1872,219.153.112.0/21,
1873,180.76.144.0/23,
1874,106.12.114.0/23,
1875,113.104.160.0/19,
1876,131.193.0.0/16,
1877,119.29.26.0/23,
1878,103.76.252.0/24,
1879,122.176.32.0/21,
1880,118.24.148.0/22,
1881,223.223.184.0/21,
1882,190.128.192.0/18,
1883,91.218.65.0/24,
1884,112.15.9.0/24,
1885,180.76.110.0/23,
1886,106.2.200.0/21,
1887,218.52.0.0/14,
1888,104.248.192.0/20,
1889,156.54.102.0/23,
1890,191.5.96.0/22,
1891,110.80.0.0/13,
1892,106.53.0.0/20,
1893,116.121.0.0/16,
1894,116.68.160.0/24,
1895,177.203.192.0/18,
1896,219.138.0.0/15,
1897,119.45.128.0/20,
1898,93.171.136.0/24,
1899,106.53.16.0/20,
1900,37.139.0.0/19,
1901,177.185.116.0/23,
1902,186.67.0.0/17,
1903,220.88.0.0/14,
1904,132.232.32.0/20,
1905,187.200.72.0/21,
1906,158.58.184.0/24,
1907,49.51.188.0/22,
1908,103.209.100.0/24,
1909,35.220.0.0/14,
1910,138.255.0.0/24,
1911,124.93.0.0/16,
1912,38.121.63.0/24,
1913,138.68.64.0/20,
1914,119.29.144.0/23,
1915,123.206.104.0/23,
1916,120.68.0.0/14,
1917,116.1.0.0/16,
1918,106.75.64.0/19,
1919,179.157.0.0/21,
1920,118.89.102.0/23,
1921,218.253.64.0/19,
1922,117.103.168.0/21,
1923,134.175.112.0/20,
1924,203.135.63.0/24,
1925,120.133.128.0/20,
1926,39.164.0.0/16,
1927,120.85.0.0/18,
1928,165.232.0.0/16,
1929,129.213.112.0/20,
1930,124.234.0.0/15,
1931,79.8.0.0/15,
1932,93.107.0.0/16,
1933,41.82.192.0/18,
1934,165.227.192.0/20,
1935,194.105.192.0/19,
1936,158.101.0.0/16,
1937,119.45.208.0/20,
1938,218.68.0.0/15,
1939,49.232.80.0/20,
1940,106.13.26.0/23,
1941,116.247.96.0/19,
1942,123.25.112.0/20,
1943,182.254.196.0/23,
1944,116.233.0.0/16,
1945,110.49.71.0/24,
1946,138.197.32.0/20,
1947,181.40.72.0/21,
1948,183.224.32.0/20,
1949,125.104.0.0/13,
1950,179.209.64.0/19,
1951,112.16.192.0/19,
1952,221.217.64.0/18,
1953,117.34.0.0/17,
1954,103.91.176.0/22,
1955,136.49.96.0/20,
1956,23.100.0.0/15,
1957,206.189.80.0/20,
1958,117.223.176.0/20,
1959,218.200.224.0/20,
1960,190.255.216.0/21,
1961,27.71.96.0/20,
1962,1.2.188.0/23,
1963,106.75.0.0/19,
1964,105.96.11.0/24,
1965,190.9.128.0/19,
1966,35.192.0.0/14,
1967,43.224.130.0/24,
1968,190.144.128.0/19,
1969,88.102.0.0/16,
1970,116.98.136.0/21,
1971,106.12.172.0/23,
1972,153.101.0.0/16,
1973,118.172.160.0/19,
1974,110.137.60.0/22,
1975,156.54.174.0/24,
1976,36.91.0.0/16,
1977,117.60.0.0/14,
1978,210.112.224.0/19,
1979,163.44.160.0/20,
1980,45.88.12.0/24,
1981,27.115.0.0/18,
1982,191.254.0.0/15,
1983,139.199.80.0/23,
1984,201.16.192.0/18,
1985,14.190.80.0/20,
1986,172.245.160.0/22,
1987,87.230.96.0/21,
1988,123.206.174.0/23,
1989,176.24.0.0/14,
1990,178.255.154.0/24,
1991,103.253.144.0/22,
1992,138.68.16.0/20,
1993,106.12.46.0/23,
1994,118.24.100.0/22,
1995,113.193.31.0/24,
1996,186.225.80.0/24,
1997,177.16.0.0/14,
1998,103.208.137.0/24,
1999,106.15.0.0/16,
2000,72.42.128.0/18,
2001,89.223.88.0/21,
2002,194.67.93.0/24,
2003,81.18.192.0/21,
2004,86.128.0.0/10,
2005,36.89.128.0/17,
2006,3.80.0.0/12,
2007,104.223.197.0/24,
2008,190.145.32.0/19,
2009,188.194.0.0/17,
2010,91.93.0.0/16,
2011,177.126.128.0/20,
2012,192.64.116.0/24,
2013,58.185.183.0/24,
2014,118.69.228.0/24,
2015,84.0.0.0/14,
2016,106.53.112.0/20,
2017,194.149.32.0/19,
2018,84.51.0.0/18,
2019,46.236.160.0/22,
2020,171.243.120.0/21,
2021,116.85.66.0/24,
2022,140.143.132.0/22,
2023,119.45.240.0/20,
2024,177.12.0.0/19,
2025,62.12.119.0/24,
2026,58.246.0.0/16,
2027,193.31.24.0/22,
2028,211.140.112.0/21,
2029,202.47.116.0/24,
2030,154.221.1.0/24,
2031,113.31.112.0/20,
2032,62.234.112.0/20,
2033,118.89.240.0/21,
2034,124.156.100.0/22,
2035,60.48.224.0/19,
2036,45.231.12.0/22,
2037,179.212.0.0/16,
2038,121.200.61.0/24,
2039,103.75.149.0/24,
2040,103.96.220.0/24,
2041,183.232.0.0/16,
2042,115.231.130.0/24,
2043,106.13.24.0/23,
2044,176.53.43.0/24,
2045,119.61.0.0/19,
2046,5.189.160.0/20,
2047,79.10.0.0/15,
2048,133.242.0.0/16,
2049,116.97.208.0/21,
2050,182.254.162.0/23,
2051,49.234.224.0/20,
2052,139.199.78.0/23,
2053,118.128.0.0/14,
2054,140.143.32.0/20,
2055,132.232.224.0/20,
2056,121.227.30.0/23,
2057,182.76.96.0/19,
2058,211.241.128.0/17,
2059,106.12.90.0/23,
2060,119.17.221.0/24,
2061,91.160.0.0/12,
2062,103.242.168.0/23,
2063,182.61.2.0/23,
2064,125.78.0.0/15,
2065,142.93.48.0/20,
2066,157.230.160.0/20,
2067,70.77.44.0/22,
2068,200.206.0.0/17,
2069,15.206.0.0/15,
