network_provider,asn,domain,route,type,server_info_id
25,25,21,37, None,29773
25,25,21,37, None,29775
25,25,21,37, None,29776
25,25,21,37, None,29796
25,25,21,37, None,29797
25,25,21,37, None,29798
25,25,21,37, None,29824
25,25,21,37, None,29860
25,25,21,37, None,29861
25,25,21,37, None,29862
25,25,21,37, None,29863
25,25,21,37, None,29876
25,25,21,37, None,29877
25,25,21,37, None,29878
25,25,21,37, None,29921
25,25,21,37, None,29984
25,25,21,37, None,29987
25,25,21,37, None,30003
25,25,21,37, None,30004
25,25,21,37, None,30005
25,25,21,37, None,30024
25,25,21,37, None,30025
25,25,21,37, None,30026
25,25,21,37, None,30049
25,25,21,37, None,30050
25,25,21,37, None,30051
25,25,21,37, None,30066
25,25,21,37, None,30067
25,25,21,37, None,30068
25,25,21,37, None,30069
25,25,21,37, None,30138
25,25,21,37, None,30139
25,25,21,37, None,30140
25,25,21,37, None,30154
25,25,21,37, None,30155
25,25,21,37, None,30156
25,25,21,37, None,30157
25,25,21,37, None,30187
25,25,21,37, None,30203
25,25,21,37, None,30233
25,25,21,37, None,30234
25,25,21,37, None,30235
25,25,21,37, None,30238
25,25,21,37, None,30258
25,25,21,37, None,30348
25,25,21,37, None,30375
25,25,21,37, None,30390
25,25,21,37, None,30401
25,25,21,37, None,30477
25,25,21,37, None,30478
25,25,21,37, None,30479
25,25,21,37, None,30480
25,25,21,37, None,30500
25,25,21,37, None,30501
25,25,21,37, None,30502
25,25,21,37, None,30503
25,25,21,37, None,30504
25,25,21,37, None,30512
25,25,21,37, None,30555
25,25,21,37, None,30618
25,25,21,37, None,30619
25,25,21,37, None,30620
25,25,21,37, None,30621
25,25,21,37, None,30643
25,25,21,37, None,30644
25,25,21,37, None,30645
25,25,21,37, None,30850
25,25,21,37, None,30857
25,25,21,37, None,30895
25,25,21,37, None,30896
25,25,21,37, None,30897
25,25,21,37, None,30941
25,25,21,37, None,30942
25,25,21,37, None,30943
25,25,21,37, None,30944
25,25,21,37, None,30957
25,25,21,37, None,30993
25,25,21,37, None,31023
25,25,21,37, None,31024
25,25,21,37, None,31025
25,25,21,37, None,31026
25,25,21,37, None,31120
25,25,21,37, None,31121
25,25,21,37, None,31122
25,25,21,37, None,31123
25,25,21,37, None,31215
25,25,21,37, None,31229
25,25,21,37, None,31230
25,25,21,37, None,31231
25,25,21,37, None,31232
25,25,21,37, None,31233
25,25,21,37, None,31234
25,25,21,37, None,31235
25,25,21,37, None,31257
25,25,21,37, None,31291
25,25,21,37, None,31292
25,25,21,37, None,31293
25,25,21,37, None,31312
25,25,21,37, None,31313
25,25,21,37, None,31314
25,25,21,37, None,31315
25,25,21,37, None,31316
25,25,21,37, None,31328
25,25,21,37, None,31384
25,25,21,37, None,31402
25,25,21,37, None,31403
25,25,21,37, None,31404
25,25,21,37, None,31405
25,25,21,37, None,31409
25,25,21,37, None,31410
25,25,21,37, None,31411
25,25,21,37, None,31412
25,25,21,37, None,31454
25,25,21,37, None,31455
25,25,21,37, None,31456
25,25,21,37, None,31459
25,25,21,37, None,31497
25,25,21,37, None,31498
25,25,21,37, None,31499
25,25,21,37, None,31500
25,25,21,37, None,31554
25,25,21,37, None,31555
25,25,21,37, None,31556
25,25,21,37, None,31557
25,25,21,37, None,31566
25,25,21,37, None,31567
25,25,21,37, None,31596
25,25,21,37, None,31597
25,25,21,37, None,31598
25,25,21,37, None,31647
25,25,21,37, None,31655
25,25,21,37, None,31656
25,25,21,37, None,31657
25,25,21,37, None,31663
25,25,21,37, None,31664
25,25,21,37, None,31665
25,25,21,37, None,31666
25,25,21,37, None,31691
25,25,21,37, None,31802
25,25,21,37, None,31803
25,25,21,37, None,31804
25,25,21,37, None,31817
25,25,21,37, None,31818
25,25,21,37, None,31819
25,25,21,37, None,31822
25,25,21,37, None,31835
25,25,21,37, None,31855
25,25,21,37, None,31882
25,25,21,37, None,31883
25,25,21,37, None,31894
25,25,21,37, None,31929
25,25,21,37, None,31955
25,25,21,37, None,31979
25,25,21,37, None,31980
25,25,21,37, None,31981
25,25,21,37, None,31982
25,25,21,37, None,31991
25,25,21,37, None,31997
25,25,21,37, None,32004
25,25,21,37, None,32005
25,25,21,37, None,32006
25,25,21,37, None,32007
25,25,21,37, None,32025
25,25,21,37, None,32026
25,25,21,37, None,32027
25,25,21,37, None,32113
25,25,21,37, None,32129
25,25,21,37, None,32165
25,25,21,37, None,32172
25,25,21,37, None,32173
25,25,21,37, None,32174
25,25,21,37, None,32278
25,25,21,37, None,32290
25,25,21,37, None,32297
25,25,21,37, None,32345
25,25,21,37, None,32346
25,25,21,37, None,32347
25,25,21,37, None,32420
25,25,21,37, None,32421
25,25,21,37, None,32422
25,25,21,37, None,32435
25,25,21,37, None,32557
25,25,21,37, None,32603
25,25,21,37, None,32728
25,25,21,37, None,32729
25,25,21,37, None,32730
25,25,21,37, None,32731
25,25,21,37, None,32752
25,25,21,37, None,32753
25,25,21,37, None,32754
25,25,21,37, None,32867
25,25,21,37, None,32868
25,25,21,37, None,32869
25,25,21,37, None,32924
25,25,21,37, None,32925
25,25,21,37, None,32926
25,25,21,37, None,32927
25,25,21,37, None,32937
25,25,21,37, None,32938
25,25,21,37, None,32939
25,25,21,37, None,32940
25,25,21,37, None,32973
25,25,21,37, None,32974
25,25,21,37, None,32975
25,25,21,37, None,32976
25,25,21,37, None,32977
25,25,21,37, None,33008
25,25,21,37, None,33014
25,25,21,37, None,33015
25,25,21,37, None,33016
25,25,21,37, None,33336
25,25,21,37, None,33359
25,25,21,37, None,33360
25,25,21,37, None,33361
25,25,21,37, None,33381
25,25,21,37, None,33382
25,25,21,37, None,33383
25,25,21,37, None,33384
25,25,21,37, None,33385
25,25,21,37, None,33386
25,25,21,37, None,33429
25,25,21,37, None,33430
25,25,21,37, None,33431
25,25,21,37, None,33448
25,25,21,37, None,33449
25,25,21,37, None,33450
25,25,21,37, None,33465
25,25,21,37, None,33480
25,25,21,37, None,33507
25,25,21,37, None,33564
25,25,21,37, None,33716
25,25,21,37, None,33717
25,25,21,37, None,33718
25,25,21,37, None,33719
25,25,21,37, None,33743
25,25,21,37, None,33744
25,25,21,37, None,33745
25,25,21,37, None,33746
25,25,21,37, None,33816
25,25,21,37, None,33817
25,25,21,37, None,33818
25,25,21,37, None,33911
25,25,21,37, None,33928
25,25,21,37, None,33929
25,25,21,37, None,33930
25,25,21,37, None,33954
25,25,21,37, None,33955
25,25,21,37, None,33965
25,25,21,37, None,33966
25,25,21,37, None,33967
25,25,21,37, None,34030
25,25,21,37, None,34048
25,25,21,37, None,34253
25,25,21,37, None,34254
25,25,21,37, None,34255
25,25,21,37, None,34270
25,25,21,37, None,34271
25,25,21,37, None,34272
25,25,21,37, None,34291
25,25,21,37, None,34331
25,25,21,37, None,34387
25,25,21,37, None,34388
25,25,21,37, None,34389
25,25,21,37, None,34390
25,25,21,37, None,34407
25,25,21,37, None,34503
25,25,21,37, None,34504
25,25,21,37, None,34505
25,25,21,37, None,34576
25,25,21,37, None,34609
25,25,21,37, None,34614
25,25,21,37, None,34615
25,25,21,37, None,34616
25,25,21,37, None,34617
25,25,21,37, None,34645
25,25,21,37, None,34646
25,25,21,37, None,34647
25,25,21,37, None,34672
25,25,21,37, None,34673
25,25,21,37, None,34674
25,25,21,37, None,34728
25,25,21,37, None,34729
25,25,21,37, None,34730
25,25,21,37, None,34731
25,25,21,37, None,34732
25,25,21,37, None,34733
25,25,21,37, None,34734
25,25,21,37, None,34735
25,25,21,37, None,34768
25,25,21,37, None,34769
25,25,21,37, None,34770
25,25,21,37, None,34933
25,25,21,37, None,34947
25,25,21,37, None,35048
25,25,21,37, None,35166
25,25,21,37, None,35167
25,25,21,37, None,35168
25,25,21,37, None,35185
25,25,21,37, None,35205
25,25,21,37, None,35206
25,25,21,37, None,35207
25,25,21,37, None,35208
25,25,21,37, None,35242
25,25,21,37, None,35243
25,25,21,37, None,35244
25,25,21,37, None,35245
25,25,21,37, None,35277
25,25,21,37, None,35302
25,25,21,37, None,35315
25,25,21,37, None,35374
25,25,21,37, None,35378
25,25,21,37, None,35379
25,25,21,37, None,35380
25,25,21,37, None,35381
25,25,21,37, None,35408
25,25,21,37, None,35467
25,25,21,37, None,35468
25,25,21,37, None,35469
25,25,21,37, None,35492
25,25,21,37, None,35493
25,25,21,37, None,35494
25,25,21,37, None,35713
25,25,21,37, None,35743
25,25,21,37, None,35774
25,25,21,37, None,35903
25,25,21,37, None,35904
25,25,21,37, None,35905
25,25,21,37, None,35916
25,25,21,37, None,35938
25,25,21,37, None,35939
25,25,21,37, None,35940
25,25,21,37, None,35977
25,25,21,37, None,35978
25,25,21,37, None,35979
25,25,21,37, None,35981
25,25,21,37, None,35982
25,25,21,37, None,35983
25,25,21,37, None,35984
25,25,21,37, None,35985
25,25,21,37, None,36046
25,25,21,37, None,36051
25,25,21,37, None,36052
25,25,21,37, None,36053
25,25,21,37, None,36074
25,25,21,37, None,36092
25,25,21,37, None,36093
25,25,21,37, None,36094
25,25,21,37, None,36202
25,25,21,37, None,36203
25,25,21,37, None,36204
25,25,21,37, None,36263
25,25,21,37, None,36264
25,25,21,37, None,36265
25,25,21,37, None,36283
25,25,21,37, None,36284
25,25,21,37, None,36285
25,25,21,37, None,36425
25,25,21,37, None,36426
25,25,21,37, None,36427
25,25,21,37, None,36506
25,25,21,37, None,36540
25,25,21,37, None,36564
25,25,21,37, None,36568
25,25,21,37, None,36586
25,25,21,37, None,36587
25,25,21,37, None,36588
25,25,21,37, None,36614
25,25,21,37, None,36667
25,25,21,37, None,36790
25,25,21,37, None,36842
25,25,21,37, None,36843
25,25,21,37, None,36844
25,25,21,37, None,36845
25,25,21,37, None,36860
25,25,21,37, None,36886
25,25,21,37, None,36914
25,25,21,37, None,36915
25,25,21,37, None,36916
25,25,21,37, None,36917
25,25,21,37, None,36959
25,25,21,37, None,36960
25,25,21,37, None,36961
25,25,21,37, None,36962
25,25,21,37, None,37031
25,25,21,37, None,37032
25,25,21,37, None,37033
25,25,21,37, None,37035
25,25,21,37, None,37180
25,25,21,37, None,37181
25,25,21,37, None,37182
25,25,21,37, None,37183
25,25,21,37, None,37193
25,25,21,37, None,37395
25,25,21,37, None,37396
25,25,21,37, None,37397
25,25,21,37, None,37453
25,25,21,37, None,37504
25,25,21,37, None,37518
25,25,21,37, None,37519
25,25,21,37, None,37520
25,25,21,37, None,37546
25,25,21,37, None,37588
25,25,21,37, None,37589
25,25,21,37, None,37590
25,25,21,37, None,37604
25,25,21,37, None,37700
25,25,21,37, None,37701
25,25,21,37, None,37702
25,25,21,37, None,37811
25,25,21,37, None,38004
25,25,21,37, None,38124
25,25,21,37, None,38216
25,25,21,37, None,38234
25,25,21,37, None,38235
25,25,21,37, None,38236
25,25,21,37, None,38285
25,25,21,37, None,38457
25,25,21,37, None,38458
25,25,21,37, None,38459
25,25,21,37, None,38510
25,25,21,37, None,38511
25,25,21,37, None,38512
25,25,21,37, None,38528
25,25,21,37, None,38529
25,25,21,37, None,38530
25,25,21,37, None,38531
25,25,21,37, None,38532
25,25,21,37, None,38568
25,25,21,37, None,38569
25,25,21,37, None,38570
25,25,21,37, None,38571
25,25,21,37, None,38572
25,25,21,37, None,38702
25,25,21,37, None,38703
25,25,21,37, None,38704
25,25,21,37, None,38731
25,25,21,37, None,38732
25,25,21,37, None,38733
25,25,21,37, None,38763
25,25,21,37, None,38764
25,25,21,37, None,38765
25,25,21,37, None,38766
25,25,21,37, None,38788
25,25,21,37, None,38789
25,25,21,37, None,38790
25,25,21,37, None,38889
25,25,21,37, None,38890
25,25,21,37, None,38891
25,25,21,37, None,38892
25,25,21,37, None,39080
25,25,21,37, None,39085
25,25,21,37, None,39086
25,25,21,37, None,39087
25,25,21,37, None,39088
25,25,21,37, None,39140
25,25,21,37, None,39148
25,25,21,37, None,39179
25,25,21,37, None,39263
25,25,21,37, None,39264
25,25,21,37, None,39265
25,25,21,37, None,39266
25,25,21,37, None,39289
25,25,21,37, None,39290
25,25,21,37, None,39291
25,25,21,37, None,39292
25,25,21,37, None,39372
25,25,21,37, None,39392
25,25,21,37, None,39393
25,25,21,37, None,39395
25,25,21,37, None,39397
25,25,21,37, None,39441
25,25,21,37, None,39474
25,25,21,37, None,39531
25,25,21,37, None,39532
25,25,21,37, None,39533
25,25,21,37, None,39534
25,25,21,37, None,39538
25,25,21,37, None,39697
25,25,21,37, None,39698
25,25,21,37, None,39699
25,25,21,37, None,39700
25,25,21,37, None,39742
25,25,21,37, None,39780
25,25,21,37, None,39781
25,25,21,37, None,39782
25,25,21,37, None,39783
25,25,21,37, None,39962
25,25,21,37, None,39988
25,25,21,37, None,40054
25,25,21,37, None,40133
25,25,21,37, None,40317
25,25,21,37, None,40433
25,25,21,37, None,40527
25,25,21,37, None,40528
25,25,21,37, None,40529
25,25,21,37, None,40530
25,25,21,37, None,40687
25,25,21,37, None,40688
25,25,21,37, None,40689
25,25,21,37, None,40690
25,25,21,37, None,40768
25,25,21,37, None,40769
25,25,21,37, None,40770
25,25,21,37, None,40771
25,25,21,37, None,40848
25,25,21,37, None,40849
25,25,21,37, None,40850
25,25,21,37, None,40851
25,25,21,37, None,40852
25,25,21,37, None,40988
25,25,21,37, None,40989
25,25,21,37, None,40990
25,25,21,37, None,41115
25,25,21,37, None,41116
25,25,21,37, None,41117
25,25,21,37, None,41127
25,25,21,37, None,41133
25,25,21,37, None,41134
25,25,21,37, None,41135
25,25,21,37, None,41136
25,25,21,37, None,41280
25,25,21,37, None,41281
25,25,21,37, None,41282
25,25,21,37, None,41285
25,25,21,37, None,41316
25,25,21,37, None,41385
25,25,21,37, None,41482
25,25,21,37, None,41612
25,25,21,37, None,41613
25,25,21,37, None,41614
25,25,21,37, None,41615
25,25,21,37, None,41653
25,25,21,37, None,41697
25,25,21,37, None,41698
25,25,21,37, None,41699
25,25,21,37, None,41700
25,25,21,37, None,41739
25,25,21,37, None,41756
25,25,21,37, None,41762
25,25,21,37, None,41763
25,25,21,37, None,41764
25,25,21,37, None,41765
25,25,21,37, None,41900
25,25,21,37, None,41912
25,25,21,37, None,41913
25,25,21,37, None,41914
25,25,21,37, None,41915
25,25,21,37, None,42127
25,25,21,37, None,42128
25,25,21,37, None,42129
25,25,21,37, None,42174
25,25,21,37, None,42200
25,25,21,37, None,42201
25,25,21,37, None,42202
25,25,21,37, None,42278
25,25,21,37, None,42279
25,25,21,37, None,42280
25,25,21,37, None,42281
25,25,21,37, None,42341
25,25,21,37, None,42461
25,25,21,37, None,42525
25,25,21,37, None,42526
25,25,21,37, None,42527
25,25,21,37, None,42556
25,25,21,37, None,42557
25,25,21,37, None,42558
25,25,21,37, None,42560
25,25,21,37, None,42561
25,25,21,37, None,42650
25,25,21,37, None,42651
25,25,21,37, None,42652
25,25,21,37, None,42653
25,25,21,37, None,42654
25,25,21,37, None,42655
25,25,21,37, None,42656
25,25,21,37, None,42664
25,25,21,37, None,42665
25,25,21,37, None,42666
25,25,21,37, None,42677
25,25,21,37, None,42731
25,25,21,37, None,42771
25,25,21,37, None,42924
25,25,21,37, None,42925
25,25,21,37, None,42926
25,25,21,37, None,42948
25,25,21,37, None,42949
25,25,21,37, None,42950
25,25,21,37, None,42951
25,25,21,37, None,43120
25,25,21,37, None,43153
25,25,21,37, None,43239
25,25,21,37, None,43240
25,25,21,37, None,43250
25,25,21,37, None,43288
25,25,21,37, None,43289
25,25,21,37, None,43290
25,25,21,37, None,43291
25,25,21,37, None,43292
25,25,21,37, None,43415
25,25,21,37, None,43416
25,25,21,37, None,43417
25,25,21,37, None,43534
25,25,21,37, None,43546
25,25,21,37, None,43571
25,25,21,37, None,43572
25,25,21,37, None,43573
25,25,21,37, None,43574
25,25,21,37, None,43645
25,25,21,37, None,43646
25,25,21,37, None,43647
25,25,21,37, None,43648
25,25,21,37, None,43695
25,25,21,37, None,43696
25,25,21,37, None,43697
25,25,21,37, None,43698
25,25,21,37, None,43720
25,25,21,37, None,43721
25,25,21,37, None,43722
25,25,21,37, None,43795
25,25,21,37, None,43796
25,25,21,37, None,43797
25,25,21,37, None,43798
25,25,21,37, None,43807
25,25,21,37, None,43808
25,25,21,37, None,43809
25,25,21,37, None,43810
25,25,21,37, None,43811
25,25,21,37, None,43821
25,25,21,37, None,43822
25,25,21,37, None,43823
25,25,21,37, None,43824
25,25,21,37, None,43825
25,25,21,37, None,43841
25,25,21,37, None,43842
25,25,21,37, None,43843
25,25,21,37, None,43844
25,25,21,37, None,43858
25,25,21,37, None,43859
25,25,21,37, None,43860
25,25,21,37, None,43874
25,25,21,37, None,43875
25,25,21,37, None,43876
25,25,21,37, None,43877
25,25,21,37, None,43880
25,25,21,37, None,43881
25,25,21,37, None,43882
25,25,21,37, None,43883
25,25,21,37, None,43920
25,25,21,37, None,44013
25,25,21,37, None,44218
25,25,21,37, None,44268
25,25,21,37, None,44305
25,25,21,37, None,44306
25,25,21,37, None,44307
25,25,21,37, None,44308
25,25,21,37, None,44327
25,25,21,37, None,44354
25,25,21,37, None,44355
25,25,21,37, None,44356
25,25,21,37, None,44357
25,25,21,37, None,44358
25,25,21,37, None,44445
25,25,21,37, None,44446
25,25,21,37, None,44447
25,25,21,37, None,44448
25,25,21,37, None,44449
25,25,21,37, None,44461
25,25,21,37, None,44467
25,25,21,37, None,44468
25,25,21,37, None,44469
25,25,21,37, None,44470
25,25,21,37, None,44471
25,25,21,37, None,44472
25,25,21,37, None,44477
25,25,21,37, None,44490
25,25,21,37, None,44502
25,25,21,37, None,44512
25,25,21,37, None,44523
25,25,21,37, None,44524
25,25,21,37, None,44525
25,25,21,37, None,44526
25,25,21,37, None,44527
25,25,21,37, None,44528
25,25,21,37, None,44648
25,25,21,37, None,44649
25,25,21,37, None,44650
25,25,21,37, None,44670
25,25,21,37, None,44671
25,25,21,37, None,44672
25,25,21,37, None,44702
25,25,21,37, None,44703
25,25,21,37, None,44704
25,25,21,37, None,44725
25,25,21,37, None,44726
25,25,21,37, None,44727
25,25,21,37, None,44728
25,25,21,37, None,44790
25,25,21,37, None,44791
25,25,21,37, None,44792
25,25,21,37, None,44793
25,25,21,37, None,44867
25,25,21,37, None,44868
25,25,21,37, None,44869
25,25,21,37, None,44870
25,25,21,37, None,44904
25,25,21,37, None,44905
25,25,21,37, None,44906
25,25,21,37, None,44964
25,25,21,37, None,44997
25,25,21,37, None,44998
25,25,21,37, None,44999
25,25,21,37, None,45000
25,25,21,37, None,45041
25,25,21,37, None,45053
25,25,21,37, None,45082
25,25,21,37, None,45083
25,25,21,37, None,45084
25,25,21,37, None,45113
25,25,21,37, None,45117
25,25,21,37, None,45118
25,25,21,37, None,45119
25,25,21,37, None,45120
25,25,21,37, None,45206
25,25,21,37, None,45207
25,25,21,37, None,45208
25,25,21,37, None,45209
25,25,21,37, None,45216
25,25,21,37, None,45236
25,25,21,37, None,45266
25,25,21,37, None,45281
25,25,21,37, None,45282
25,25,21,37, None,45283
25,25,21,37, None,45284
25,25,21,37, None,45291
25,25,21,37, None,45372
25,25,21,37, None,45477
25,25,21,37, None,45487
25,25,21,37, None,45488
25,25,21,37, None,45489
25,25,21,37, None,45518
25,25,21,37, None,45519
25,25,21,37, None,45520
25,25,21,37, None,45521
25,25,21,37, None,45531
25,25,21,37, None,45589
25,25,21,37, None,45590
25,25,21,37, None,45591
25,25,21,37, None,45592
25,25,21,37, None,45601
25,25,21,37, None,45685
25,25,21,37, None,45686
25,25,21,37, None,45687
25,25,21,37, None,45688
25,25,21,37, None,45719
25,25,21,37, None,45735
25,25,21,37, None,45810
25,25,21,37, None,45879
25,25,21,37, None,45880
25,25,21,37, None,45881
25,25,21,37, None,45882
25,25,21,37, None,45883
25,25,21,37, None,45911
25,25,21,37, None,46071
25,25,21,37, None,46072
25,25,21,37, None,46073
25,25,21,37, None,46074
25,25,21,37, None,46076
25,25,21,37, None,46095
25,25,21,37, None,46158
25,25,21,37, None,46159
25,25,21,37, None,46160
25,25,21,37, None,46161
25,25,21,37, None,46162
25,25,21,37, None,46163
25,25,21,37, None,46236
25,25,21,37, None,46237
25,25,21,37, None,46238
25,25,21,37, None,46239
25,25,21,37, None,46240
25,25,21,37, None,46340
25,25,21,37, None,46341
25,25,21,37, None,46342
25,25,21,37, None,46343
25,25,21,37, None,46344
25,25,21,37, None,46353
25,25,21,37, None,46354
25,25,21,37, None,46355
25,25,21,37, None,46356
25,25,21,37, None,46432
25,25,21,37, None,46513
25,25,21,37, None,46514
25,25,21,37, None,46515
25,25,21,37, None,46516
25,25,21,37, None,46630
25,25,21,37, None,46631
25,25,21,37, None,46632
25,25,21,37, None,46633
25,25,21,37, None,46639
25,25,21,37, None,46708
25,25,21,37, None,46709
25,25,21,37, None,46710
25,25,21,37, None,46711
25,25,21,37, None,46729
25,25,21,37, None,46761
25,25,21,37, None,46762
25,25,21,37, None,46763
25,25,21,37, None,46764
25,25,21,37, None,46779
25,25,21,37, None,46780
25,25,21,37, None,46781
25,25,21,37, None,46783
25,25,21,37, None,46790
25,25,21,37, None,46870
25,25,21,37, None,46875
25,25,21,37, None,46909
25,25,21,37, None,46910
25,25,21,37, None,46911
25,25,21,37, None,46912
25,25,21,37, None,46949
25,25,21,37, None,46950
25,25,21,37, None,46951
25,25,21,37, None,46952
25,25,21,37, None,47031
25,25,21,37, None,47039
25,25,21,37, None,47040
25,25,21,37, None,47041
25,25,21,37, None,47042
25,25,21,37, None,47119
25,25,21,37, None,47120
25,25,21,37, None,47121
25,25,21,37, None,47122
25,25,21,37, None,47158
25,25,21,37, None,47258
25,25,21,37, None,47329
25,25,21,37, None,47360
25,25,21,37, None,47455
25,25,21,37, None,47456
25,25,21,37, None,47457
25,25,21,37, None,47458
25,25,21,37, None,47530
25,25,21,37, None,47545
25,25,21,37, None,47546
25,25,21,37, None,47547
25,25,21,37, None,47548
25,25,21,37, None,47558
25,25,21,37, None,47610
25,25,21,37, None,47611
25,25,21,37, None,47612
25,25,21,37, None,47613
25,25,21,37, None,47628
25,25,21,37, None,47629
25,25,21,37, None,47630
25,25,21,37, None,47682
25,25,21,37, None,47683
25,25,21,37, None,47684
25,25,21,37, None,47685
25,25,21,37, None,47690
25,25,21,37, None,47734
25,25,21,37, None,47738
25,25,21,37, None,47739
25,25,21,37, None,47798
25,25,21,37, None,47799
25,25,21,37, None,47800
25,25,21,37, None,47801
25,25,21,37, None,47840
25,25,21,37, None,47841
25,25,21,37, None,47842
25,25,21,37, None,47843
25,25,21,37, None,48022
25,25,21,37, None,48143
25,25,21,37, None,48182
25,25,21,37, None,48183
25,25,21,37, None,48184
25,25,21,37, None,48185
25,25,21,37, None,48186
25,25,21,37, None,48194
25,25,21,37, None,48227
25,25,21,37, None,48228
25,25,21,37, None,48229
25,25,21,37, None,48239
25,25,21,37, None,48240
25,25,21,37, None,48241
25,25,21,37, None,48258
25,25,21,37, None,48321
25,25,21,37, None,48379
25,25,21,37, None,48380
25,25,21,37, None,48381
25,25,21,37, None,48382
25,25,21,37, None,48386
25,25,21,37, None,48434
25,25,21,37, None,48452
25,25,21,37, None,48453
25,25,21,37, None,48454
25,25,21,37, None,48455
25,25,21,37, None,48522
25,25,21,37, None,48523
25,25,21,37, None,48524
25,25,21,37, None,48525
25,25,21,37, None,48591
25,25,21,37, None,48592
25,25,21,37, None,48594
25,25,21,37, None,48596
25,25,21,37, None,48597
25,25,21,37, None,48633
25,25,21,37, None,48634
25,25,21,37, None,48635
25,25,21,37, None,48636
25,25,21,37, None,48697
25,25,21,37, None,48698
25,25,21,37, None,48700
25,25,21,37, None,48702
25,25,21,37, None,48799
25,25,21,37, None,48800
25,25,21,37, None,48801
25,25,21,37, None,48802
25,25,21,37, None,48803
25,25,21,37, None,48837
25,25,21,37, None,48883
25,25,21,37, None,48890
25,25,21,37, None,49036
25,25,21,37, None,49096
25,25,21,37, None,49125
25,25,21,37, None,49127
25,25,21,37, None,49129
25,25,21,37, None,49161
25,25,21,37, None,49206
25,25,21,37, None,49207
25,25,21,37, None,49208
25,25,21,37, None,49215
25,25,21,37, None,49221
25,25,21,37, None,49222
25,25,21,37, None,49223
25,25,21,37, None,49224
25,25,21,37, None,49256
25,25,21,37, None,49311
25,25,21,37, None,49411
25,25,21,37, None,49424
25,25,21,37, None,49425
25,25,21,37, None,49426
25,25,21,37, None,49434
25,25,21,37, None,49435
25,25,21,37, None,49436
25,25,21,37, None,49437
25,25,21,37, None,49652
25,25,21,37, None,49653
25,25,21,37, None,49654
25,25,21,37, None,49655
25,25,21,37, None,49656
25,25,21,37, None,49688
25,25,21,37, None,49689
25,25,21,37, None,49690
25,25,21,37, None,49691
25,25,21,37, None,49758
25,25,21,37, None,49786
25,25,21,37, None,49787
25,25,21,37, None,49788
25,25,21,37, None,49836
25,25,21,37, None,49845
25,25,21,37, None,49972
25,25,21,37, None,49975
25,25,21,37, None,50002
25,25,21,37, None,50003
25,25,21,37, None,50004
25,25,21,37, None,50005
25,25,21,37, None,50007
25,25,21,37, None,50008
25,25,21,37, None,50009
25,25,21,37, None,50010
25,25,21,37, None,50011
25,25,21,37, None,50054
25,25,21,37, None,50055
25,25,21,37, None,50056
25,25,21,37, None,50066
25,25,21,37, None,50067
25,25,21,37, None,50068
25,25,21,37, None,50080
25,25,21,37, None,50081
25,25,21,37, None,50082
25,25,21,37, None,50123
25,25,21,37, None,50124
25,25,21,37, None,50125
25,25,21,37, None,50126
25,25,21,37, None,50127
25,25,21,37, None,50144
25,25,21,37, None,50145
25,25,21,37, None,50146
25,25,21,37, None,50147
25,25,21,37, None,50155
25,25,21,37, None,50156
25,25,21,37, None,50157
25,25,21,37, None,50159
25,25,21,37, None,50290
25,25,21,37, None,50296
25,25,21,37, None,50297
25,25,21,37, None,50298
25,25,21,37, None,50318
25,25,21,37, None,50425
25,25,21,37, None,50426
25,25,21,37, None,50427
25,25,21,37, None,50428
25,25,21,37, None,50429
25,25,21,37, None,50434
25,25,21,37, None,50681
25,25,21,37, None,50688
25,25,21,37, None,50720
25,25,21,37, None,50724
25,25,21,37, None,50727
25,25,21,37, None,50738
25,25,21,37, None,50750
25,25,21,37, None,50759
25,25,21,37, None,50864
25,25,21,37, None,50870
25,25,21,37, None,50871
25,25,21,37, None,50872
25,25,21,37, None,50873
25,25,21,37, None,50977
25,25,21,37, None,50995
25,25,21,37, None,50996
25,25,21,37, None,50997
25,25,21,37, None,50998
25,25,21,37, None,51064
25,25,21,37, None,51065
25,25,21,37, None,51066
25,25,21,37, None,51103
25,25,21,37, None,51104
25,25,21,37, None,51105
25,25,21,37, None,51143
25,25,21,37, None,51144
25,25,21,37, None,51145
25,25,21,37, None,51288
25,25,21,37, None,51289
25,25,21,37, None,51290
25,25,21,37, None,51291
25,25,21,37, None,51390
25,25,21,37, None,51420
25,25,21,37, None,51422
25,25,21,37, None,51423
25,25,21,37, None,51571
25,25,21,37, None,51620
25,25,21,37, None,51621
25,25,21,37, None,51622
25,25,21,37, None,51623
25,25,21,37, None,51639
25,25,21,37, None,51640
25,25,21,37, None,51641
25,25,21,37, None,51642
25,25,21,37, None,51643
25,25,21,37, None,51644
25,25,21,37, None,51645
25,25,21,37, None,51666
25,25,21,37, None,51711
25,25,21,37, None,51747
25,25,21,37, None,51785
25,25,21,37, None,51786
25,25,21,37, None,51787
25,25,21,37, None,51788
25,25,21,37, None,51796
25,25,21,37, None,51797
25,25,21,37, None,51798
25,25,21,37, None,51849
25,25,21,37, None,51850
25,25,21,37, None,51851
25,25,21,37, None,51894
25,25,21,37, None,51917
25,25,21,37, None,51918
25,25,21,37, None,51919
25,25,21,37, None,51920
25,25,21,37, None,51990
25,25,21,37, None,52038
25,25,21,37, None,52039
25,25,21,37, None,52040
25,25,21,37, None,52041
25,25,21,37, None,52094
25,25,21,37, None,52107
25,25,21,37, None,52112
