latitude, longitude,server_info_id
50.925,19.9156,399
34.7725,113.7266,400
31.0449,121.4012,401
31.0449,121.4012,402
31.0449,121.4012,403
34.7725,113.7266,404
34.5997,119.1594,405
34.5997,119.1594,406
50.4522,30.5287,407
31.0449,121.4012,408
34.7725,113.7266,409
-24.6437,25.9112,410
-24.6437,25.9112,411
-24.6437,25.9112,412
-24.6437,25.9112,413
34.7725,113.7266,414
34.7725,113.7266,415
34.7725,113.7266,416
34.5997,119.1594,417
34.5997,119.1594,418
34.5997,119.1594,419
34.5997,119.1594,420
31.0449,121.4012,421
31.0449,121.4012,422
31.0449,121.4012,423
48.8582,2.3387,424
48.8582,2.3387,425
48.8582,2.3387,426
48.8582,2.3387,427
31.0449,121.4012,428
48.85,2.5,429
48.85,2.5,430
48.85,2.5,431
40.8364,-74.1403,432
40.8364,-74.1403,433
40.8364,-74.1403,434
48.8582,2.3387,435
48.8582,2.3387,436
48.8582,2.3387,437
48.8582,2.3387,438
48.8582,2.3387,439
48.8582,2.3387,440
48.8582,2.3387,441
48.8582,2.3387,442
45.3161,-73.8736,443
45.3161,-73.8736,444
45.3161,-73.8736,445
45.3161,-73.8736,446
40.4167,-3.6838,447
40.4167,-3.6838,448
40.4167,-3.6838,449
34.7725,113.7266,450
34.7725,113.7266,451
34.7725,113.7266,452
21.1463,79.0849,453
21.1463,79.0849,454
21.1463,79.0849,455
48.8582,2.3387,456
48.8582,2.3387,457
48.8582,2.3387,458
31.0449,121.4012,459
31.0449,121.4012,460
31.0449,121.4012,461
14.5611,-90.7344,462
14.5611,-90.7344,463
14.5611,-90.7344,464
48.8582,2.3387,465
48.8582,2.3387,466
48.8582,2.3387,467
34.5997,119.1594,468
34.5997,119.1594,469
34.5997,119.1594,470
31.0449,121.4012,471
31.0449,121.4012,472
31.0449,121.4012,473
51.5177,-0.6215,474
34.5997,119.1594,475
37.751,-97.822,476
37.751,-97.822,477
34.5997,119.1594,478
34.5997,119.1594,479
40.793,-74.0247,480
40.793,-74.0247,481
40.793,-74.0247,482
34.5997,119.1594,483
52.3759,4.8975,484
34.7725,113.7266,485
48.8582,2.3387,486
34.5997,119.1594,487
34.5997,119.1594,488
34.5997,119.1594,489
34.7725,113.7266,490
33.4413,-112.0421,491
33.4413,-112.0421,492
33.4413,-112.0421,493
31.0449,121.4012,494
-34.7153,-58.4078,495
-34.7153,-58.4078,496
-34.7153,-58.4078,497
31.0449,121.4012,498
31.0449,121.4012,499
31.0449,121.4012,500
34.7725,113.7266,501
56,24,502
56,24,503
56,24,504
56,24,505
56,24,506
56,24,507
56,24,508
56,24,509
56,24,510
56,24,511
56,24,512
56,24,513
56,24,514
56,24,515
56,24,516
56,24,517
56,24,518
56,24,519
56,24,520
56,24,521
56,24,522
56,24,523
34.7725,113.7266,524
34.7725,113.7266,525
34.7725,113.7266,526
31.0449,121.4012,527
31.0449,121.4012,528
31.0449,121.4012,529
37.5112,126.9741,530
37.5112,126.9741,531
37.5112,126.9741,532
34.7725,113.7266,533
34.7725,113.7266,534
34.7725,113.7266,535
34.7725,113.7266,536
34.7725,113.7266,537
34.7725,113.7266,538
34.7725,113.7266,539
34.7725,113.7266,540
34.7725,113.7266,541
31.0449,121.4012,542
31.0449,121.4012,543
31.0449,121.4012,544
31.0449,121.4012,545
31.0449,121.4012,546
31.0449,121.4012,547
34.7725,113.7266,548
34.5997,119.1594,549
34.5997,119.1594,550
34.5997,119.1594,551
55.0411,82.9344,552
1.314,103.6839,553
34.7725,113.7266,554
34.0485,-118.2529,555
34.5997,119.1594,556
34.5997,119.1594,557
34.5997,119.1594,558
34.7725,113.7266,559
34.7725,113.7266,560
34.7725,113.7266,561
34.7725,113.7266,562
53.36,83.76,563
53.36,83.76,564
53.36,83.76,565
34.5997,119.1594,566
51.4805,-0.0113,567
51.4805,-0.0113,568
51.4805,-0.0113,569
51.2993,9.491,570
51.2993,9.491,571
51.2993,9.491,572
51.6906,5.2755,573
51.6906,5.2755,574
51.6906,5.2755,575
34.7725,113.7266,576
34.7725,113.7266,577
34.7725,113.7266,578
52.3759,4.8975,579
52.3759,4.8975,580
52.3759,4.8975,581
31.0449,121.4012,582
52.2394,21.0362,583
52.2394,21.0362,584
52.2394,21.0362,585
33.4532,-112.0748,586
33.4532,-112.0748,587
33.4532,-112.0748,588
51.2993,9.491,589
51.2993,9.491,590
51.2993,9.491,591
51.2993,9.491,592
51.2993,9.491,593
51.2993,9.491,594
37.3387,-121.8914,595
37.3387,-121.8914,596
37.3387,-121.8914,597
48.8582,2.3387,598
48.8582,2.3387,599
48.8582,2.3387,600
51.2993,9.491,601
51.2993,9.491,602
51.2993,9.491,603
21.0966,105.968,604
48.8582,2.3387,605
48.8582,2.3387,606
48.8582,2.3387,607
34.7725,113.7266,608
48.8582,2.3387,609
48.8582,2.3387,610
34.5997,119.1594,611
48.8582,2.3387,612
48.8582,2.3387,613
37.751,-97.822,614
37.751,-97.822,615
37.751,-97.822,616
37.751,-97.822,617
37.751,-97.822,618
37.751,-97.822,619
37.751,-97.822,620
31.0449,121.4012,621
51.2993,9.491,622
51.2993,9.491,623
51.2993,9.491,624
51.2993,9.491,625
37.751,-97.822,626
37.751,-97.822,627
37.751,-97.822,628
52.3812,4.6361,629
52.3812,4.6361,630
52.3812,4.6361,631
51.2993,9.491,632
51.2993,9.491,633
51.2993,9.491,634
1.314,103.6839,635
34.7725,113.7266,636
34.7725,113.7266,637
34.7725,113.7266,638
59.3247,18.056,639
59.3247,18.056,640
59.3247,18.056,641
51.6906,5.2755,642
51.6906,5.2755,643
51.6906,5.2755,644
37.5985,126.9783,645
51.2993,9.491,646
51.2993,9.491,647
51.2993,9.491,648
47.394,8.445,649
47.394,8.445,650
47.394,8.445,651
59.3247,18.056,652
59.3247,18.056,653
59.3247,18.056,654
59.3247,18.056,655
34.7725,113.7266,656
51.2993,9.491,657
51.2993,9.491,658
51.2993,9.491,659
51.2993,9.491,660
37.751,-97.822,661
37.751,-97.822,662
37.751,-97.822,663
37.751,-97.822,664
34.7725,113.7266,665
51.2993,9.491,666
51.2993,9.491,667
51.2993,9.491,668
36.1685,-115.1164,669
36.1685,-115.1164,670
36.1685,-115.1164,671
10.8142,106.6438,672
10.8142,106.6438,673
10.8142,106.6438,674
37.751,-97.822,675
37.751,-97.822,676
37.751,-97.822,677
51.2993,9.491,678
51.2993,9.491,679
51.2993,9.491,680
34.7725,113.7266,681
34.7725,113.7266,682
34.7725,113.7266,683
49.982,36.2566,684
49.982,36.2566,685
49.982,36.2566,686
49.982,36.2566,687
22.2795,114.146,688
37.751,-97.822,689
37.751,-97.822,690
37.751,-97.822,691
34.7725,113.7266,692
40.4165,-3.7026,693
40.4165,-3.7026,694
40.4165,-3.7026,695
37.751,-97.822,696
37.751,-97.822,697
37.751,-97.822,698
37.751,-97.822,699
37.751,-97.822,700
37.751,-97.822,701
48.8582,2.3387,702
48.8582,2.3387,703
48.8582,2.3387,704
45.9968,24.997,705
51.2993,9.491,706
34.7725,113.7266,707
34.7725,113.7266,708
34.2598,108.9294,709
23.1167,113.25,710
23.1167,113.25,711
23.1167,113.25,712
34.7725,113.7266,713
34.7725,113.7266,714
34.7725,113.7266,715
31.0449,121.4012,716
34.5997,119.1594,717
34.5997,119.1594,718
34.5997,119.1594,719
9,-80,720
48.8582,2.3387,721
34.5997,119.1594,722
34.7725,113.7266,723
42.8803,47.6383,724
31.0449,121.4012,725
31.0449,121.4012,726
31.0449,121.4012,727
31.0449,121.4012,728
31.0449,121.4012,729
31.0449,121.4012,730
31.0449,121.4012,731
34.5997,119.1594,732
34.7725,113.7266,733
51.2993,9.491,734
51.2993,9.491,735
51.2993,9.491,736
50.4522,30.5287,737
50.4522,30.5287,738
50.4522,30.5287,739
31.0449,121.4012,740
29.3099,30.8418,741
29.3099,30.8418,742
29.3099,30.8418,743
34.7725,113.7266,744
34.7725,113.7266,745
34.7725,113.7266,746
31.0449,121.4012,747
45.7077,-73.6147,748
45.7077,-73.6147,749
45.7077,-73.6147,750
19.4414,-98.9336,751
19.4414,-98.9336,752
19.4414,-98.9336,753
31.0449,121.4012,754
31.0449,121.4012,755
31.0449,121.4012,756
31.0449,121.4012,757
31.0449,121.4012,758
31.0449,121.4012,759
31.0449,121.4012,760
1.2868,103.8504,761
1.2868,103.8504,762
34.7725,113.7266,763
34.7725,113.7266,764
1.2868,103.8504,765
34.7725,113.7266,766
34.5997,119.1594,767
34.5997,119.1594,768
34.5997,119.1594,769
12.9719,77.5937,770
12.9719,77.5937,771
12.9719,77.5937,772
12.9719,77.5937,773
22.5333,114.1333,774
22.5333,114.1333,775
22.5333,114.1333,776
34.5997,119.1594,777
34.5997,119.1594,778
34.5997,119.1594,779
21.3528,74.8823,780
21.3528,74.8823,781
21.3528,74.8823,782
34.5997,119.1594,783
34.5997,119.1594,784
34.5997,119.1594,785
31.0449,121.4012,786
31.0449,121.4012,787
31.0449,121.4012,788
31.0449,121.4012,789
31.0449,121.4012,790
31.0449,121.4012,791
34.7725,113.7266,792
34.7725,113.7266,793
34.7725,113.7266,794
-24.6437,25.9112,795
34.7725,113.7266,796
31.0449,121.4012,797
31.0449,121.4012,798
31.0449,121.4012,799
31.0449,121.4012,800
31.0449,121.4012,801
31.0449,121.4012,802
34.5997,119.1594,803
31.0449,121.4012,804
48.8582,2.3387,805
48.8582,2.3387,806
48.8582,2.3387,807
48.8582,2.3387,808
48.85,2.5,809
40.8364,-74.1403,810
48.8582,2.3387,811
48.8582,2.3387,812
45.3161,-73.8736,813
40.4167,-3.6838,814
34.7725,113.7266,815
21.1463,79.0849,816
48.8582,2.3387,817
31.0449,121.4012,818
14.5611,-90.7344,819
48.8582,2.3387,820
34.5997,119.1594,821
31.0449,121.4012,822
31.0449,121.4012,823
31.0449,121.4012,824
31.0449,121.4012,825
31.0449,121.4012,826
31.0449,121.4012,827
31.0449,121.4012,828
37.751,-97.822,829
34.7725,113.7266,830
34.7725,113.7266,831
34.7725,113.7266,832
40.793,-74.0247,833
31.0449,121.4012,834
31.0449,121.4012,835
31.0449,121.4012,836
34.5997,119.1594,837
34.5997,119.1594,838
34.5997,119.1594,839
34.5997,119.1594,840
34.5997,119.1594,841
34.5997,119.1594,842
34.5997,119.1594,843
31.0449,121.4012,844
31.0449,121.4012,845
31.0449,121.4012,846
31.0449,121.4012,847
34.5997,119.1594,848
33.4413,-112.0421,849
31.0449,121.4012,850
31.0449,121.4012,851
31.0449,121.4012,852
-34.7153,-58.4078,853
31.0449,121.4012,854
34.5997,119.1594,855
34.5997,119.1594,856
34.5997,119.1594,857
56,24,858
56,24,859
56,24,860
56,24,861
56,24,862
56,24,863
34.7725,113.7266,864
31.0449,121.4012,865
37.5112,126.9741,866
34.7725,113.7266,867
34.7725,113.7266,868
34.5997,119.1594,869
34.5997,119.1594,870
34.5997,119.1594,871
34.5997,119.1594,872
31.0449,121.4012,873
31.0449,121.4012,874
31.0449,121.4012,875
31.0449,121.4012,876
31.0449,121.4012,877
34.7725,113.7266,878
34.7725,113.7266,879
34.7725,113.7266,880
34.5997,119.1594,881
34.5997,119.1594,882
34.7725,113.7266,883
53.36,83.76,884
31.0449,121.4012,885
31.0449,121.4012,886
31.0449,121.4012,887
51.4805,-0.0113,888
51.2993,9.491,889
51.6906,5.2755,890
34.7725,113.7266,891
52.3759,4.8975,892
52.2394,21.0362,893
33.4532,-112.0748,894
51.2993,9.491,895
51.2993,9.491,896
37.3387,-121.8914,897
48.8582,2.3387,898
51.2993,9.491,899
48.8582,2.3387,900
23.0308,113.7174,901
23.0308,113.7174,902
23.0308,113.7174,903
34.7725,113.7266,904
34.7725,113.7266,905
34.7725,113.7266,906
48.8582,2.3387,907
37.751,-97.822,908
34.7725,113.7266,909
34.7725,113.7266,910
34.7725,113.7266,911
37.751,-97.822,912
51.2993,9.491,913
-1.95,-79.7333,914
-1.95,-79.7333,915
-1.95,-79.7333,916
37.751,-97.822,917
52.3812,4.6361,918
51.2993,9.491,919
34.7725,113.7266,920
34.7725,113.7266,921
34.7725,113.7266,922
34.7725,113.7266,923
59.3247,18.056,924
51.6906,5.2755,925
51.2993,9.491,926
47.394,8.445,927
59.3247,18.056,928
51.2993,9.491,929
37.751,-97.822,930
9,-80,931
9,-80,932
9,-80,933
9,-80,934
51.2993,9.491,935
36.1685,-115.1164,936
10.8142,106.6438,937
37.751,-97.822,938
51.2993,9.491,939
34.7725,113.7266,940
49.982,36.2566,941
37.751,-97.822,942
40.4165,-3.7026,943
37.751,-97.822,944
37.751,-97.822,945
34.7725,113.7266,946
34.7725,113.7266,947
34.7725,113.7266,948
48.8582,2.3387,949
31.0449,121.4012,950
31.0449,121.4012,951
31.0449,121.4012,952
37.5112,126.9741,953
37.5112,126.9741,954
37.5112,126.9741,955
23.1167,113.25,956
34.5997,119.1594,957
34.5997,119.1594,958
34.5997,119.1594,959
34.5997,119.1594,960
34.7725,113.7266,961
34.5997,119.1594,962
34.7725,113.7266,963
34.7725,113.7266,964
34.7725,113.7266,965
31.0449,121.4012,966
31.0449,121.4012,967
31.0449,121.4012,968
31.0449,121.4012,969
31.0449,121.4012,970
34.5997,119.1594,971
34.5997,119.1594,972
34.5997,119.1594,973
51.2993,9.491,974
50.4522,30.5287,975
31.0449,121.4012,976
31.0449,121.4012,977
31.0449,121.4012,978
29.3099,30.8418,979
34.7725,113.7266,980
34.5997,119.1594,981
34.5997,119.1594,982
34.5997,119.1594,983
48.8582,2.3387,984
48.8582,2.3387,985
48.8582,2.3387,986
34.7725,113.7266,987
34.7725,113.7266,988
34.7725,113.7266,989
52.352,4.9392,990
52.352,4.9392,991
52.352,4.9392,992
45.7077,-73.6147,993
34.5997,119.1594,994
34.5997,119.1594,995
34.5997,119.1594,996
34.5997,119.1594,997
34.7725,113.7266,998
34.7725,113.7266,999
34.7725,113.7266,1000
19.4414,-98.9336,1001
48.8582,2.3387,1002
48.8582,2.3387,1003
48.8582,2.3387,1004
31.0449,121.4012,1005
13,-2,1006
13,-2,1007
13,-2,1008
48.8582,2.3387,1009
48.8582,2.3387,1010
48.8582,2.3387,1011
48.8582,2.3387,1012
37.751,-97.822,1013
37.751,-97.822,1014
31.0449,121.4012,1015
1.2868,103.8504,1016
34.7725,113.7266,1017
51.2993,9.491,1018
51.2993,9.491,1019
51.2993,9.491,1020
34.5997,119.1594,1021
12.9719,77.5937,1022
22.5333,114.1333,1023
50.6337,5.5675,1024
50.6337,5.5675,1025
50.6337,5.5675,1026
50.6337,5.5675,1027
34.5997,119.1594,1028
51.4964,-0.1224,1029
51.4964,-0.1224,1030
51.4964,-0.1224,1031
51.4964,-0.1224,1032
51.4964,-0.1224,1033
34.7725,113.7266,1034
34.7725,113.7266,1035
34.7725,113.7266,1036
21.3528,74.8823,1037
-7.0523,112.995,1038
-7.0523,112.995,1039
-7.0523,112.995,1040
34.5997,119.1594,1041
31.0449,121.4012,1042
55.7522,37.6156,1043
55.7522,37.6156,1044
55.7522,37.6156,1045
31.0449,121.4012,1046
34.7725,113.7266,1047
31.0449,121.4012,1048
31.0449,121.4012,1049
48.8582,2.3387,1050
39.9288,116.3889,1051
39.9288,116.3889,1052
39.9288,116.3889,1053
34.5997,119.1594,1054
34.5997,119.1594,1055
34.5997,119.1594,1056
31.0449,121.4012,1057
31.0449,121.4012,1058
31.0449,121.4012,1059
32.0617,118.7778,1060
32.0617,118.7778,1061
32.0617,118.7778,1062
32.0617,118.7778,1063
34.7725,113.7266,1064
34.7725,113.7266,1065
34.7725,113.7266,1066
45.4995,-73.5848,1067
45.4995,-73.5848,1068
45.4995,-73.5848,1069
34.7725,113.7266,1070
34.7725,113.7266,1071
34.7725,113.7266,1072
34.7725,113.7266,1073
31.0449,121.4012,1074
31.0449,121.4012,1075
31.0449,121.4012,1076
31.0449,121.4012,1077
48.8582,2.3387,1078
48.8582,2.3387,1079
48.8582,2.3387,1080
48.8582,2.3387,1081
31.0449,121.4012,1082
31.0449,121.4012,1083
31.0449,121.4012,1084
31.0449,121.4012,1085
34.7725,113.7266,1086
31.0449,121.4012,1087
34.5997,119.1594,1088
34.5997,119.1594,1089
34.5997,119.1594,1090
34.5997,119.1594,1091
31.0449,121.4012,1092
31.0449,121.4012,1093
31.0449,121.4012,1094
34.5997,119.1594,1095
31.0449,121.4012,1096
31.0449,121.4012,1097
31.0449,121.4012,1098
31.0449,121.4012,1099
34.7725,113.7266,1100
34.7725,113.7266,1101
34.7725,113.7266,1102
34.7725,113.7266,1103
31.0449,121.4012,1104
34.5997,119.1594,1105
34.5997,119.1594,1106
34.5997,119.1594,1107
-20.1082,-40.3019,1108
-20.1082,-40.3019,1109
-20.1082,-40.3019,1110
34.5997,119.1594,1111
34.5997,119.1594,1112
31.0449,121.4012,1113
31.0449,121.4012,1114
31.0449,121.4012,1115
31.0449,121.4012,1116
34.7725,113.7266,1117
34.7725,113.7266,1118
34.7725,113.7266,1119
34.7725,113.7266,1120
56,24,1121
56,24,1122
56,24,1123
56,24,1124
56,24,1125
56,24,1126
56,24,1127
56,24,1128
56,24,1129
56,24,1130
56,24,1131
56,24,1132
56,24,1133
56,24,1134
56,24,1135
56,24,1136
56,24,1137
56,24,1138
56,24,1139
56,24,1140
56,24,1141
56,24,1142
31.0449,121.4012,1143
31.0449,121.4012,1144
31.0449,121.4012,1145
31.0449,121.4012,1146
52.3006,4.9479,1147
52.3006,4.9479,1148
52.3006,4.9479,1149
23.0308,113.7174,1150
34.7725,113.7266,1151
34.7725,113.7266,1152
-1.95,-79.7333,1153
31.0449,121.4012,1154
31.0449,121.4012,1155
31.0449,121.4012,1156
34.7725,113.7266,1157
34.5997,119.1594,1158
34.5997,119.1594,1159
34.5997,119.1594,1160
9,-80,1161
34.5997,119.1594,1162
34.5997,119.1594,1163
34.5997,119.1594,1164
45.9968,24.997,1165
45.9968,24.997,1166
45.9968,24.997,1167
34.7725,113.7266,1168
34.7725,113.7266,1169
34.7725,113.7266,1170
34.7725,113.7266,1171
31.0449,121.4012,1172
34.7725,113.7266,1173
34.7725,113.7266,1174
34.7725,113.7266,1175
48.8582,2.3387,1176
48.8582,2.3387,1177
48.8582,2.3387,1178
37.5112,126.9741,1179
34.5997,119.1594,1180
31.0449,121.4012,1181
31.0449,121.4012,1182
31.0449,121.4012,1183
30.5856,114.2665,1184
30.5856,114.2665,1185
30.5856,114.2665,1186
31.0449,121.4012,1187
31.0449,121.4012,1188
