2020-09-30 01:21:26.509,filter,519,INFO,sshd,Found,190.94.18.2,AS28118,ALTICE DOMINICANA S.A.,altice.com.do,190.94.0.0/17,isp,+1-809 and 1-829,Moncion,NA,North America,DO,Dominican Republic,False,19.4167,-71.1667,None,Provincia de Santiago Rodriguez,26,False,False,False,False,False,False,False,200
2020-09-30 01:21:26.513,filter,519,INFO,sshd,Found,190.94.18.2,AS28118,ALTICE DOMINICANA S.A.,altice.com.do,190.94.0.0/17,isp,+1-809 and 1-829,Moncion,NA,North America,DO,Dominican Republic,False,19.4167,-71.1667,None,Provincia de Santiago Rodriguez,26,False,False,False,False,False,False,False,200
2020-09-30 01:21:27.031,actions,519,NOTICE,sshd,Ban,190.94.18.2,AS28118,ALTICE DOMINICANA S.A.,altice.com.do,190.94.0.0/17,isp,+1-809 and 1-829,Moncion,NA,North America,DO,Dominican Republic,False,19.4167,-71.1667,None,Provincia de Santiago Rodriguez,26,False,False,False,False,False,False,False,200
2020-09-30 01:21:28.557,filter,519,INFO,sshd,Found,190.94.18.2,AS28118,ALTICE DOMINICANA S.A.,altice.com.do,190.94.0.0/17,isp,+1-809 and 1-829,Moncion,NA,North America,DO,Dominican Republic,False,19.4167,-71.1667,None,Provincia de Santiago Rodriguez,26,False,False,False,False,False,False,False,200
2020-09-30 04:21:29.061,actions,519,NOTICE,sshd,Unban,190.94.18.2,AS28118,ALTICE DOMINICANA S.A.,altice.com.do,190.94.0.0/17,isp,+1-809 and 1-829,Moncion,NA,North America,DO,Dominican Republic,False,19.4167,-71.1667,None,Provincia de Santiago Rodriguez,26,False,False,False,False,False,False,False,200
2020-10-01 11:50:45.656,filter,519,INFO,sshd,Found,200.88.48.99,AS6400,Compania Dominicana de Telefonos, claro.com.do,200.88.0.0/17,isp,+1-809 and 1-829,Punta Cana,NA,North America,DO,Dominican Republic,False,18.5333,-68.3667,None,Provincia de La Altagracia,11,False,False,False,False,False,False,False,200
2020-10-01 11:50:45.657,filter,519,INFO,sshd,Found,200.88.48.99,AS6400,Compania Dominicana de Telefonos, claro.com.do,200.88.0.0/17,isp,+1-809 and 1-829,Punta Cana,NA,North America,DO,Dominican Republic,False,18.5333,-68.3667,None,Provincia de La Altagracia,11,False,False,False,False,False,False,False,200
2020-10-01 11:50:46.002,actions,519,NOTICE,sshd,Ban,200.88.48.99,AS6400,Compania Dominicana de Telefonos, claro.com.do,200.88.0.0/17,isp,+1-809 and 1-829,Punta Cana,NA,North America,DO,Dominican Republic,False,18.5333,-68.3667,None,Provincia de La Altagracia,11,False,False,False,False,False,False,False,200
2020-10-01 11:50:47.578,filter,519,INFO,sshd,Found,200.88.48.99,AS6400,Compania Dominicana de Telefonos, claro.com.do,200.88.0.0/17,isp,+1-809 and 1-829,Punta Cana,NA,North America,DO,Dominican Republic,False,18.5333,-68.3667,None,Provincia de La Altagracia,11,False,False,False,False,False,False,False,200
2020-10-01 14:50:48.754,actions,519,NOTICE,sshd,Unban,200.88.48.99,AS6400,Compania Dominicana de Telefonos, claro.com.do,200.88.0.0/17,isp,+1-809 and 1-829,Punta Cana,NA,North America,DO,Dominican Republic,False,18.5333,-68.3667,None,Provincia de La Altagracia,11,False,False,False,False,False,False,False,200
2020-10-02 16:56:43.103,filter,519,INFO,sshd,Found,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 16:56:43.893,actions,519,NOTICE,sshd,Ban,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 16:56:45.815,filter,519,INFO,sshd,Found,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 16:56:45.919,actions,519,NOTICE,sshd,already banned,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 19:56:45.897,actions,519,NOTICE,sshd,Unban,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 23:43:07.586,filter,519,INFO,sshd,Found,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 23:43:07.589,filter,519,INFO,sshd,Found,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 23:43:07.753,actions,519,NOTICE,sshd,Ban,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-02 23:43:10.354,filter,519,INFO,sshd,Found,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 02:43:09.574,actions,519,NOTICE,sshd,Unban,66.98.45.242,AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,+1-809 and 1-829,None,NA,North America,DO,Dominican Republic,False,19.0,-70.6667,None,None,None,False,False,False,False,False,False,False,200
