2020-09-09 04:47:53.657,filter,519,INFO,sshd,Found,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-09 04:47:53.664,filter,519,INFO,sshd,Found,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-09 04:47:53.824,actions,519,NOTICE,sshd,Ban,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-09 04:47:55.581,filter,519,INFO,sshd,Found,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-09 07:47:56.650,actions,519,NOTICE,sshd,Unban,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 22:11:15.707,filter,519,INFO,sshd,Found,212.73.81.242,AS12297,VEON Armenia CJSC,beeline.am,212.73.81.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 22:11:15.709,filter,519,INFO,sshd,Found,212.73.81.242,AS12297,VEON Armenia CJSC,beeline.am,212.73.81.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 22:11:16.309,actions,519,NOTICE,sshd,Ban,212.73.81.242,AS12297,VEON Armenia CJSC,beeline.am,212.73.81.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 22:11:17.424,filter,519,INFO,sshd,Found,212.73.81.242,AS12297,VEON Armenia CJSC,beeline.am,212.73.81.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-04 01:11:18.030,actions,519,NOTICE,sshd,Unban,212.73.81.242,AS12297,VEON Armenia CJSC,beeline.am,212.73.81.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-04 13:28:27.348,filter,519,INFO,sshd,Found,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-04 13:28:27.443,filter,519,INFO,sshd,Found,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-04 13:28:27.584,actions,519,NOTICE,sshd,Ban,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-04 13:28:29.095,filter,519,INFO,sshd,Found,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
2020-10-04 16:28:29.006,actions,519,NOTICE,sshd,Unban,91.103.248.23,AS201884,COLMENA LLC,colmena.am,91.103.248.0/24,isp,374,None,AS,Asia,AM,Armenia,False,40.0,45.0,None,None,None,False,False,False,False,False,False,False,200
