2020-09-24 01:42:53.575,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 01:42:54.097,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 01:42:56.354,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 01:42:56.722,actions,519,NOTICE,sshd,already banned,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 04:42:57.431,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 14:21:09.532,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 14:21:09.684,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 14:21:11.138,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 17:21:12.628,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 19:47:22.659,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 19:47:22.661,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 19:47:22.798,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 19:47:24.276,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-24 22:47:24.247,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 00:50:21.888,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 00:50:21.889,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 00:50:22.432,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 00:50:24.596,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 00:50:24.653,actions,519,NOTICE,sshd,already banned,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 03:50:25.856,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 05:56:53.769,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 05:56:53.937,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 05:56:55.947,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
