2020-09-25 08:56:56.169,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 15:43:41.160,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 15:43:41.166,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 15:43:41.771,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 15:43:43.121,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-25 18:43:44.648,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 08:13:00.468,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 08:13:00.609,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 08:13:03.178,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 11:13:03.881,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 16:46:56.287,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 16:46:56.888,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 16:46:58.110,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 19:46:58.245,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 22:24:33.334,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 22:24:33.512,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-26 22:24:36.043,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-27 01:24:35.036,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-27 05:32:53.388,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-27 05:32:53.512,actions,519,NOTICE,sshd,Ban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-27 05:32:56.099,filter,519,INFO,sshd,Found,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
2020-09-27 08:32:55.957,actions,519,NOTICE,sshd,Unban,213.199.128.219,AS8075,Microsoft Corporation,microsoft.com,213.199.128.0/18,hosting,None,None,EU,Europe,None,None,None,47.0,8.0,None,None,None,False,False,False,False,False,False,False,200
